,SearchTerm,BusinessName,UBINumber,BusinessId,Address,address_match,ubi_match,id_match,IsMatch
155,WASHINGTON SHOE BUILDING LLC,"WASHINGTON SHOE BUILDING, LLC",602 647 733,1054283,"208 JAMES ST #C, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
156,300 FIFTH AVENUE LLC,300 FIFTH AVENUE LLC,604 670 512,1399595,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",False,False,False,
157,HARTFORD BUILDING LLC,"HARTFORD BUILDING, LLC",604 990 747,1609954,"208 JAMES ST, SEATTLE, WA, 98104-2220, UNITED STATES",False,False,False,
158,HOWARD BUILDING SEATTLE LLC,"HOWARD BUILDING SEATTLE, LLC",603 468 238,154242,"614 1ST AVE, SUITE 400, SEATTLE, WA, 98104-2255, UNITED STATES",False,False,False,
159,KAR STANDARD LLC,KAR STANDARD LLC,604 145 518,763141,"1 FEDERAL ST FL 17, BOSTON, MA, 02110-2003, UNITED STATES",False,False,False,
160,8 S WELLER LLC,8 S WELLER LLC,604 900 906,1548903,"3926 AURORA AVE N, SEATTLE, WA, 98103-7802, UNITED STATES",False,False,False,
161,8 S WELLER LLC,1836 S. WELLER STREET CONDOMINIUM ASSOCIATION,604 390 560,1260616,"400 112TH AVE NE, STE 400, BELLEVUE, WA, 98004-5540, UNITED STATES",True,False,False,
162,8 S WELLER LLC,1842 S. WELLER STREET CONDOMINIUM ASSOCIATION,604 291 872,1212952,"400 112TH AVE NE, STE 400, BELLEVUE, WA, 98004-5540, UNITED STATES",True,False,False,
163,MSI MAYNARD LLC,MSI MAYNARD LLC,604 537 696,1325768,"316 OCCIDENTAL AVE S STE 300, SEATTLE, WA, 98104-4421, UNITED STATES",False,False,False,
164,SCHWABACHER BUILDING LLC,"SCHWABACHER BUILDING, LLC",604 190 704,969087,"208 JAMES ST, SUITE C, SEATTLE, WA, 98104-2220, UNITED STATES",False,False,False,
165,COMPASS CENTER HOUSING DEVELOPMENT,COMPASS CENTER HOUSING DEVELOPMENT,601 201 571,84798,"220 DEXTER AVE N, SEATTLE, WA, 98109-5104, UNITED STATES",False,False,False,
166,NEW ENGLAND BUILDING LLC,NEW ENGLAND BUILDING LLC,601 893 989,868875,"85 S WASHINGTON ST STE 211, SEATTLE, WA, 98104-3403, UNITED STATES",False,False,False,
167,GC COLUMBIA LLC,CGC ( COLUMBIA GORGE COURIER ) TRANSPORT LLC,604 284 361,1208712,"42 ALLEY RD, UNDERWOOD, WA, 98651-9017, UNITED STATES",False,False,False,
168,GC COLUMBIA LLC,"GC COLUMBIA TRS, LLC",604 304 584,1221458,"818 W 7TH ST STE 410, 818 W. 7TH STREET, STE 410, LOS ANGELES, CA, 90017-3463, UNITED STATES",False,False,False,
169,GC COLUMBIA LLC,"GC COLUMBIA, LLC",603 523 026,718576,"818 W 7TH ST, STE 410, LOS ANGELES, CA, 90017-3463, UNITED STATES",False,False,False,
170,SCIENTIFIC BUILDING LLC,"SCIENTIFIC BUILDING, LLC",604 981 337,1601980,"208 JAMES ST, SEATTLE, WA, 98104-2220, UNITED STATES",False,False,False,
171,INTEGRUS SEATTLE LLC,"INTEGRUS SEATTLE, LLC",602 524 964,743149,"10 S CEDAR, SPOKANE, WA, 99204, UNITED STATES",False,False,False,
172,164 SOUTH WASHINGTON STREET LLC,"164 SOUTH WASHINGTON STREET, LLC",603 575 656,58889,"88 LENORA ST, SEATTLE, WA, 98121, UNITED STATES",False,False,False,
173,BEEBE REALTY INC,"BEEBE REALTY, INC.",601 120 357,77130,"1700 7TH AVE STE 1800, SEATTLE, WA, 98101-1312, UNITED STATES",False,False,False,
174,COLUMBIA TRUST COMPANY,COLUMBIA TRUST COMPANY,601 768 877,632805,"805 SW BROADWAY STE 780, PORTLAND, OR, 97205-3344, UNITED STATES",False,False,False,
175,COLUMBIA TRUST COMPANY,COLUMBIA LAND TRUST,601 251 637,632584,"850 OFFICERS ROW, VANCOUVER, WA, 98661-3846, UNITED STATES",False,False,False,
176,COLUMBIA TRUST COMPANY,COLUMBIA REGIONAL ECONOMIC DEVELOPMENT TRUST,601 772 809,615587,"587 STEVENS DR, RICHLAND, WA, 99352-4182, UNITED STATES",False,False,False,
177,COLUMBIA TRUST COMPANY,COLUMBIA TRUST COMPANY I,601 054 634,111791,"18225 8TH PL W, LYNNWOOD, WA, 98037, UNITED STATES",False,False,False,
178,COLUMBIA TRUST COMPANY,FRIENDS OF THE COLUMBIA GORGE LAND TRUST,602 604 247,196087,"123 NE 3RD AVE STE 108, PORTLAND, OR, 97232-2975, UNITED STATES",False,False,False,
179,MOTTMAN BUILDING LLC,"MOTTMAN BUILDING, LLC",604 985 396,1609956,"208 JAMES ST, SEATTLE, WA, 98104-2220, UNITED STATES",False,False,False,
180,PTL PROPERTY LIMITED PARTNERSHIP,PTL PROPERTY LIMITED PARTNERSHIP,602 493 349,942810,"220 3RD AVE S #100, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
181,PTL PROPERTY LIMITED PARTNERSHIP,"PTL PROPERTY MANAGEMENT, LLC",603 487 774,891723,"151 NAGEL RD, WASHOUGAL, WA, 98671, UNITED STATES",False,False,False,
182,CASA BALLENA LLC,"CASA BALLENA, LLC",604 401 796,1260701,"633 YESLER WAY, SEATTLE, WA, 98104-2725, UNITED STATES",False,False,False,
183,TRPF MILLENNIUM TOWER LLC,TRPF MILLENNIUM TOWER LLC,604 193 771,1165953,"730 3RD AVE, MS:730/12/02, NEW YORK, NY, 10017-3206, UNITED STATES",False,False,False,
184,BRICKMAN PACIFIC LLC,BRICKMAN PACIFIC LLC,603 445 367,74763,"C/O BRICKMAN, ONCE GREENWICH OFFICE PARK, BUILDING 1N, SUITE 175, GREENWICH, CT, 06831, UNITED STATES",False,False,False,
185,BPP 800 FIFTH PROPERTY OWNER LLC,BPP 800 FIFTH PROPERTY OWNER LLC,604 371 982,1248153,"233 S WACKER DR, SUITE 4700, CHICAGO, IL, 60606-6332, UNITED STATES",False,False,False,
186,PIONEER BUILDING LEVEL OFFICE LLC,PIONEER BUILDING LEVEL OFFICE LLC,603 532 620,890019,"600 1ST AVE, SEATTLE, WA, 98104-2216, UNITED STATES",False,False,False,
187,710 SECOND AVE (WA) OWNER LLC,"710 SECOND AVE (WA) OWNER, LLC",604 363 275,1250229,"4700 WILSHIRE BLVD, LOS ANGELES, CA, 90010-3853, UNITED STATES",False,False,False,
188,HINES NORTON SEATTLE LLC,HINES NORTON SEATTLE LLC,604 816 375,1498693,"845 TEXAS AVENUE SUITE 3300, HOUSTON, TX, 77002, UNITED STATES",False,False,False,
189,BPP 999 THIRD AVENUE OWNER LLC,BPP 999 THIRD AVENUE OWNER LLC,604 467 183,1288971,"233 S WACKER DR STE 4700, CHICAGO, IL, 60606-6374, UNITED STATES",False,False,False,
190,SAFECO PLAZA LLC,SAFECO PLAZA LLC,604 780 283,1476042,"800 BOYLSTON ST STE 1900, BOSTON, MA, 02199-8101, UNITED STATES",True,False,False,
191,SAFECO PLAZA LLC,BXP SAFECO PLAZA APPOINTER LLC,604 780 282,1476039,"800 BOYLSTON ST STE 1900, BOSTON, MA, 02199-8101, UNITED STATES",True,False,False,
192,SAFECO PLAZA LLC,BXP SAFECO PLAZA MANAGER LLC,604 786 005,1476038,"800 BOYLSTON ST STE 1900, BOSTON, MA, 02199-8101, UNITED STATES",True,False,False,
193,SAFECO PLAZA LLC,BXP SAFECO PLAZA MEMBER LLC,604 778 881,1476043,"800 BOYLSTON ST STE 1900, BOSTON, MA, 02199-8101, UNITED STATES",True,False,False,
194,SAFECO PLAZA LLC,BXP SAFECO PLAZA PROMOTE GP LLC,604 778 882,1476044,"800 BOYLSTON ST STE 1900, BOSTON, MA, 02199-8101, UNITED STATES",True,False,False,
195,SAFECO PLAZA LLC,SAFECO PLAZA REIT LLC,604 778 879,1476040,"800 BOYLSTON ST STE 1900, BOSTON, MA, 02199-8101, UNITED STATES",True,False,False,
196,T C 4 & MADISON LLC,T-C 4TH & MADISON LLC,603 282 482,1017402,"730 3RD AVE, NEW YORK, NY, 10017-3206, UNITED STATES",False,False,False,
197,VBGO 901 FIFTH SEA LLC,VBGO 901 FIFTH SEA LLC,604 418 295,1290530,"277 E TOWN ST, COLUMBUS, OH, 43215-4627, UNITED STATES",False,False,False,
198,GO-BRICKMAN CENTRAL OWNER LLC,GO-BRICKMAN CENTRAL OWNER LLC,604 300 012,1211955,"C/O BRICKMAN, ONCE GREENWICH OFFICE PARK, BUILDING 1N, SUITE 175, GREENWICH, CT, 06831, UNITED STATES",False,False,False,
199,COLLINS BUILDING LLC,COLLINS BUILDING REDEVELOPMENT GROUP LLC,602 579 848,82515,"2232 BROADWAY STE 101, EVERETT, WA, 98201, UNITED STATES",False,False,False,
200,COLLINS BUILDING LLC,"COLLINS BUILDING, LLC",604 976 252,1601986,"208 JAMES ST, SEATTLE, WA, 98104-2220, UNITED STATES",False,False,False,
201,COLLINS BUILDING LLC,"COLLINS FINE HOMEBUILDING, LLC",603 528 051,1105761,"1023 S THORP HWY, ELLENSBURG, WA, 98926-8006, UNITED STATES",False,False,False,
202,COLLINS BUILDING LLC,THE COLLINS BUILDING COALITION,602 934 252,469042,"2418 CALIFORNIA STREET #C, EVERETT, WA, 98201, UNITED STATES",False,False,False,
203,GREF 111 SOUTH JACKSON LP,"GREF 111 SOUTH JACKSON, LP",603 504 015,721462,"222 S RIVERSIDE PLZ FL 34, CHICAGO, IL, 60606-6886, UNITED STATES",False,False,False,
204,ONE HUNDRED KING L L C,"ONE HUNDRED KING, LLC",603 062 948,887963,"437 BEAVER ST FL 2, SEWICKLEY, PA, 15143-1543, UNITED STATES",False,False,False,
205,GLOBE PARTNERS LLC,"GLOBE BUILDING PARTNERS, LLC",603 417 335,209429,"807 W SHOSHONE PL, SPOKANE, WA, 99203, UNITED STATES",False,False,False,
206,GLOBE PARTNERS LLC,"GLOBE PARTNERS, LLC",602 023 571,135138,"85 S WASHINGTON ST STE 211, SEATTLE, WA, 98104-3403, UNITED STATES",False,False,False,
207,GLOBE PARTNERS LLC,GLOBE PARTNERSHIPS LLC,604 929 540,1570102,"2528 S WILKESON ST, TACOMA, WA, 98405-3129, UNITED STATES",False,False,False,
208,TATNUCK VENTURES LLC,TATNUCK VENTURES LLC,602 628 574,472081,"2360 CORPORATE CIR STE 330, LAS VEGAS, NV, 89074, UNITED STATES",False,False,False,
209,BURKE-STATE BLDG LLC,"BURKE-STATE BLDG., LLC",601 728 210,101420,"316 OCCIDENTAL AVE S, STE 300, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
210,IC U S A NO 8 PROPERTY PARTNERSHIP,IC U.S.A. NO. 18 PROPERTY LIMITED PARTNERSHIP,602 357 000,239937,"401 2ND AVE STE 620, SEATTLE, WA, 98104-2826, UNITED STATES",False,False,False,
211,IC U S A NO 8 PROPERTY PARTNERSHIP,IC U.S.A. NO. 8 PROPERTY LIMITED PARTNERSHIP,602 570 885,746841,,False,False,False,
212,NEUBERT FAMILY LIMITED PARTNERSHIP,THE NEUBERT FAMILY LIMITED PARTNERSHIP,602 546 418,1071888,"61 BENSON CREEK DR, TWISP, WA, 98856-9606, UNITED STATES",False,False,False,
213,REEDO LP,#1 FREEDOM ADULT FAMILY HOME LLC,604 783 288,1481372,"21403 4TH PL S, DES MOINES, WA, 98198-3624, UNITED STATES",False,False,False,
214,REEDO LP,...IT'S FOR FREEDOM MINISTRIES!,603 034 700,731,"4111 E MADISON ST, #124, SEATTLE, WA, 98112, UNITED STATES",False,False,False,
215,REEDO LP,"1196-1198 SE FREEDOM CIRCLE, LLC",602 617 565,45405,"18681 URBAN AVE NE, SUQUAMISH, WA, 98392-9547, UNITED STATES",False,False,False,
216,REEDO LP,3DB - THREE DOGS AND A BOY HOSPITALITY SERVICES LLC,604 308 547,1216847,"8127 7TH AVE SW, SEATTLE, WA, 98106-2104, UNITED STATES",False,False,False,
217,REEDO LP,A JOURNEY TO FREEDOM - GORGE,602 748 150,12355,"10 TSUBOTA RD, GOLDENDALE, WA, 98620, UNITED STATES",False,False,False,
218,REEDO LP,ABUNDANT FREEDOM,602 533 167,402688,"3833 MARIGOLD LN, MODESTO, CA, 95356-1309, UNITED STATES",False,False,False,
219,REEDO LP,ACCESS FREEDOM,603 097 095,22314,"2138 JENSEN, FERNDALE, WA, 98248, UNITED STATES",False,False,False,
220,REEDO LP,AIR MOBILITY FREEDOM LLC,603 501 809,581995,"16124 SE 264TH PL, COVINGTON, WA, 98042-8233, UNITED STATES",False,False,False,
221,REEDO LP,AMERICAN ASSOCIATION FOR HEALTH FREEDOM,602 623 676,489149,"801 SW 16TH ST # 121, RENTON, WA, 98057, UNITED STATES",False,False,False,
222,REEDO LP,"AMERICAN FINANCIAL FREEDOM GROUP, LLC",602 511 539,544176,"32910 NE 43RD PLACE, CARNATION, WA, 98014, UNITED STATES",False,False,False,
223,REEDO LP,"AMERICAN FREEDOM CONSTRUCTION, LLC",602 396 463,547060,"13604 246TH ST E, GRAHAM, WA, 98338, UNITED STATES",False,False,False,
224,REEDO LP,AMERICAN FREEDOM CORPORATION,604 269 117,1202918,"4748 26TH AVE SW, SEATTLE, WA, 98106-1321, UNITED STATES",False,False,False,
225,REEDO LP,"AMERICAN FREEDOM GROUP, INC.",602 365 340,33813,"1326 5TH ST #B3, MARYSVILLE, WA, 98270, UNITED STATES",False,False,False,
226,REEDO LP,"AMERICAN FREEDOM KEEPERS, LLC",604 124 111,1095639,"8002 NE HWY 99 #B, VANCOUVER, WA, 98665, UNITED STATES",False,False,False,
227,REEDO LP,AMERICAN FREEDOM MUSEUM,603 497 212,544774,"5420 S FIFE ST, TACOMA, WA, 98409, UNITED STATES",False,False,False,
228,REEDO LP,AMERICAN FREEDOM PRESS LLC,604 055 044,28132,"10013 NE HAZEL DELL AVE, VANCOUVER, WA, 98665, UNITED STATES",False,False,False,
229,REEDO LP,"AMERICAN FREEDOM WARRIORS, LLC",604 127 375,29807,"4615 N. 22ND ST., TACOMA, WA, 98406, UNITED STATES",False,False,False,
230,REEDO LP,AMERICAN FREEDOMS CLUB NFP,603 236 173,544775,"10423 PACIFIC AVE S, TACOMA, WA, 98444, UNITED STATES",False,False,False,
231,REEDO LP,AMERICAN GLOBAL FELLOWSHIP FOR FREEDOM AND WORSHIP,602 304 827,28136,,False,False,False,
232,REEDO LP,ANGELS OF FREEDOM,602 785 547,549692,"5114 POINT FOSDICK DR NW #107, GIG HARBOR, WA, 98335, UNITED STATES",False,False,False,
233,REEDO LP,ARGONNE FREEDOM LLC,602 469 627,39555,"1521 N ARGONNE RD, SPOKANE, WA, 99212, UNITED STATES",False,False,False,
234,REEDO LP,ARTISTS FOR FREEDOM AND UNITY,602 660 398,557548,"318 N CALLOW AVE, BREMERTON, WA, 98312, UNITED STATES",False,False,False,
235,REEDO LP,AUTHENTICALLY SERVING FREEDOM LLC,604 822 987,1507112,"700 SLEATER KINNEY RD SE, SUITE B #229, LACEY, WA, 98503-1113, UNITED STATES",False,False,False,
236,REEDO LP,BAKING FREEDOM PIE,602 786 703,49352,"17719 PACIFIC AVE S #308, SPANAWAY, WA, 98387, UNITED STATES",False,False,False,
237,REEDO LP,BIG FREEDOM TINY HOMES LLC,604 122 153,562386,"1975 ALPINE WAY #7, BELLINGHAM, WA, 98226, UNITED STATES",False,False,False,
238,505 UNION STATION LTD,505 UNION STATION LLC,602 347 763,9316,"505 5TH AVE S #900, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
239,505 UNION STATION LTD,505 UNION STATION MM INC,602 347 627,361253,"505 5TH AVE S STE 900, SEATTLE, WA, 98104-3821, UNITED STATES",False,False,False,
240,UNICO BOP COLMAN BUILDING LLC,UNICO BOP COLMAN BUILDING LLC,604 412 880,1268800,"1326 5TH AVE, SUITE 800, SEATTLE, WA, 98101-2627, UNITED STATES",False,False,False,
241,BCSP MARITIME BUILDING,BCSP MARITIME BUILDING LLC,604 282 227,1205818,"275 E BROAD ST, COLUMBUS, OH, 43215-3703, UNITED STATES",False,False,False,
242,BCSP MARITIME BUILDING,BCSP MARITIME BUILDING LLC,603 496 373,565207,"200 STATE ST, 5TH FLOOR, BOSTON, MA, 02109-2628, UNITED STATES",False,False,False,
243,POLSON HOLDINGS LLC,POLSON HOLDINGS LLC,603 591 729,909243,"2101 FOURTH AVENUE, SUITE 310, SEATTLE, WA, 98121, UNITED STATES",False,False,False,
244,EXPEDITORS INTERNATIONAL OF WA INC,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",600 335 063,158813,"1015 THIRD AVE, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
245,SEATTLE DOWNTOWN HOTEL & RESIDENCES LLC,SEATTLE DOWNTOWN HOTEL & RESIDENCES LLC,603 340 323,1001050,"433 CALIFORNIA ST, STE 700, SAN FRANCISCO, CA, 94104-2011, UNITED STATES",False,False,False,
246,TEMASEK L L C,"TEMASEK, L.L.C.",601 930 871,1154643,"601 UNION ST, SUITE 4100, SEATTLE, WA, 98101-1368, UNITED STATES",False,False,False,
247,FRONTAL EW OLYMPIC BLOCK LLC,"FRONTAL EW OLYMPIC BLOCK, LLC",604 469 752,1287512,"1099 18TH ST, SUITE 2900, DENVER, CO, 80202-1929, UNITED STATES",False,False,False,
248,PRU 114 LLC,PRU 114 LLC,602 720 016,904120,"114 ALASKAN WAY S, SUITE 120, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
249,HR FIRST HILL MEDICAL BUILDING SPE LLC,"HR FIRST HILL MEDICAL BUILDING SPE, LLC",603 338 917,743745,"3310 WEST END AVENUE, SUITE 700, NASHVILLE, TN, 37203, UNITED STATES",False,False,False,
250,PAUL REVERE APARTMENTS LLC,"PAUL REVERE APARTMENTS, LLC",601 838 524,883574,"219 E GARFIELD ST STE 600, SEATTLE, WA, 98102-3785, UNITED STATES",False,False,False,
251,JOHN ALDEN ASSOCIATES LLC,"JOHN ALDEN ASSOCIATES, LLC",602 816 269,294667,"1938 43RD AVE E, SEATTLE, WA, 98112-3235, UNITED STATES",False,False,False,
252,ERP OPERATING LIMITED PARTNERSHIP,ERP OPERATING LIMITED PARTNERSHIP,601 705 487,1112845,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",False,False,False,
253,ERP OPERATING LIMITED PARTNERSHIP,ENTERPRISE PRODUCTS OPERATING L.P.,602 172 349,675187,"1100 LOUISIANA STATE 1000, HOUSTON, TX, 77002",False,False,False,
254,ERP OPERATING LIMITED PARTNERSHIP,ENTERPRISE PRODUCTS OPERATING LLC,602 748 488,663898,"1100 LOUISIANA ST, HOUSTON, TX, 77002-5227, UNITED STATES",False,False,False,
255,ERP OPERATING LIMITED PARTNERSHIP,UCCP ENTERPRISE OPERATING SYSTEM INC.,604 115 601,584713,"1301 6TH AVE, SEATTLE, WA, 98101, UNITED STATES",False,False,False,
256,QUINTET INVESTMENTS INC,"QUINTET INVESTMENTS, INC.",601 050 156,392982,"801 2ND AVE STE 1415, SEATTLE, WA, 98104-1517, UNITED STATES",False,False,False,
257,CLARWOOD ASSOCIATES,"CLARWOOD ASSOCIATES, LLC",604 355 645,1242417,"1938 43RD AVE E, SEATTLE, WA, 98112-3235, UNITED STATES",False,False,False,
258,VBC MADISON LP,VBC MADISON LP,604 274 591,1210132,"1911 65TH AVE W, TACOMA, WA, 98466-6225, UNITED STATES",False,False,False,
259,WESTMINSTER ASSOCIATES LLC,"WESTMINSTER ASSOCIATES, LLC.",602 613 477,1077519,"1938 43RD AVE E, SEATTLE, WA, 98112-3235, UNITED STATES",False,False,False,
260,STARLIGHT APARTMENTS LLC,STARLIGHT APARTMENTS LLC,603 354 490,443580,"2312 2ND AVE N, SEATTLE, WA, 98109-2005, UNITED STATES",False,False,False,
261,423 TERRY PARTNERS LLC,"423 TERRY PARTNERS, LLC",603 515 075,98953,"1425 BROADWAY, #516, SEATTLE, WA, 98122-3854, UNITED STATES",False,False,False,
262,MONTICELLO APARTMENTS II LLC,MONTICELLO APARTMENTS II L.L.C.,603 163 442,339727,"1302 PUYALLUP ST STE A, SUMNER, WA, 98390, UNITED STATES",False,False,False,
263,GEE HOW OAK TIN FOUNDATION,GEE HOW OAK TIN FOUNDATION,601 115 612,708289,"519 7TH AVE S, SEATTLE, WA, 98104-2971, UNITED STATES",False,False,False,
264,STATE HOTEL LLC,INTERSTATE HOTELS CORPORATION,601 652 403,231992,,False,False,False,
265,STATE HOTEL LLC,"INTERSTATE HOTELS, LLC",601 927 335,772567,"5851 LEGACY CIRCLE, SUITE 400, PLANO, TX, 75024, UNITED STATES",False,False,False,
266,STATE HOTEL LLC,"MESA ESTATES HOTEL, LLC",602 738 378,862809,"31720 GATEWAY CENTER BLVD S, FEDERAL WAY, WA, 98003-5623, UNITED STATES",False,False,False,
267,STATE HOTEL LLC,"STATE HOTEL, L.L.C.",602 497 023,444165,"85 S WASHINGTON ST STE 211, SEATTLE, WA, 98104-3403, UNITED STATES",False,False,False,
268,GOVERNOR BUILDING LLC,GOVERNOR BUILDING LLC,602 636 059,235085,"1200 WESTLAKE AVE N STE 608, SEATTLE, WA, 98109-3529, UNITED STATES",False,False,False,
269,CHOW FAMILY CO L L C,"CHOW FAMILY CO., L.L.C.",601 595 078,614607,"800 MAYNARD AVE S, SEATTLE, WA, 98134-1334, UNITED STATES",False,False,False,
270,CHOW FAMILY CO L L C,REICHOW FAMILY LLC,601 730 486,407203,"26409 148TH AVE SE, KENT, WA, 98042-8142, UNITED STATES",False,False,False,
271,CAI SUNLIGHT PROPERTIES LLC,CAI SUNLIGHT PROPERTIES LLC,604 765 156,1465552,"8411 MAPLE LANE, MERCER ISLAND, WA, 98040, UNITED STATES",False,False,False,
272,CRE 315 MAYNARD LLC,CRE 315 MAYNARD LLC,604 247 595,1200900,"2930 WESTLAKE AVE N, STE100, SEATTLE, WA, 98109-1968, UNITED STATES",False,False,False,
273,YESSIX LLC,"YESSIX, LLC",603 446 762,1082614,"2900 NE BLAKELEY ST STE B, SEATTLE, WA, 98105, UNITED STATES",False,False,False,
274,GERALD AND ALYCE ARAI FAMILY LP,GERALD AND ALYCE ARAI FAMILY LIMITED PARTNERSHIP,601 739 100,721665,,False,False,False,
275,GERALD AND ALYCE ARAI FAMILY LP,GERALD AND ALYCE ARAI FAMILY LIMITED PARTNERSHIP,604 322 862,1228052,"1812 E SHELBY ST, SEATTLE, WA, 98112-2022, UNITED STATES",False,False,False,
276,FRANK W S MAR INVESTMENTS LLC,"FRANK W. S. MAR INVESTMENTS, L.L.C.",602 146 439,700986,"420 MAYNARD AVE S, SEATTLE, WA, 98104-2964, UNITED STATES",False,False,False,
277,GIN HOLDINGS LLC,AGINSKY HOLDINGS LLC,604 206 271,1173082,"2520 JAMES ST, C/O MARK AGINSKY, BELLINGHAM, WA, 98225-3545, UNITED STATES",False,False,False,
278,GIN HOLDINGS LLC,ANTI-AGING HOLDING LLC,604 477 950,1293636,"1489 158TH PL NE, BELLEVUE, WA, 98008-2782, UNITED STATES",False,False,False,
279,GIN HOLDINGS LLC,"B & G INVESTMENT HOLDINGS, LLC",602 125 887,68611,,True,False,False,
280,GIN HOLDINGS LLC,"BLUE ORIGIN HOLDINGS GP, LLC",603 574 827,68764,"1201 3RD AVE, SUITE 4900, C/O LAWCO CORPORATE SERVICES, SEATTLE, WA, 98101-3095, UNITED STATES",False,False,False,
281,GIN HOLDINGS LLC,"BLUE ORIGIN HOLDINGS, L.P.",603 575 379,582760,"1201 THIRD AVE #4900, C/O LAWCO CORPORATE SERVICES, SEATTLE, WA, 98101, UNITED STATES",False,False,False,
282,GIN HOLDINGS LLC,BURGIN REAL ESTATE HOLDING LLC,602 152 818,814238,"6511 S CHENEY SPOKANE RD, SPOKANE, WA, 99224-7429, UNITED STATES",False,False,False,
283,GIN HOLDINGS LLC,"DG INVESTMENT HOLDINGS, LLC",603 098 438,650843,"28607 6TH PLACE SOUTH, DES MOINES, WA, 98198, UNITED STATES",False,False,False,
284,GIN HOLDINGS LLC,"EAST MARGINAL HOLDING, LLC",604 451 238,1278054,"12607 E MARGINAL WAY S, TUKWILA, WA, 98168-2562, UNITED STATES",False,False,False,
285,GIN HOLDINGS LLC,"ENGINEERED DATA PRODUCTS HOLDINGS, LLC",602 749 125,673542,"1250 W 124TH AVE, WESTMINSTER, CO, 80234",False,False,False,
286,GIN HOLDINGS LLC,GEREG INVESTMENT HOLDINGS LLC,603 295 948,713930,"2347 22ND AVE S, SEATTLE, WA, 98144-5219, UNITED STATES",False,False,False,
287,GIN HOLDINGS LLC,"GIN HOLDINGS, LLC",602 783 428,711046,"657 SOUTH KING ST., 209, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
288,GIN HOLDINGS LLC,GINA HOLDINGS LLC,602 823 587,709978,"39 PENINSULA RD, BEL TIBURON, CA, 94920-2325, UNITED STATES",False,False,False,
289,GIN HOLDINGS LLC,"GINGER HOLDINGS, LIMITED LIABILITY COMPANY",603 265 098,722698,"309 PINE ST, MOUNT VERNON, WA, 98273-3851, UNITED STATES",False,False,False,
290,GIN HOLDINGS LLC,GINN GROUP HOLDINGS LLC,604 370 532,1244776,"502 NE 72ND ST, VANCOUVER, WA, 98665-8096, UNITED STATES",True,False,False,
291,GIN HOLDINGS LLC,GINN GROUP LEGACY HOLDINGS LLC,604 740 993,1453273,"502 NE 72ND ST, VANCOUVER, WA, 98665-8096, UNITED STATES",True,False,False,
292,GIN HOLDINGS LLC,"H & R SPOKANE, LLC",604 664 872,1400482,"7321 E NORA AVE, SPOKANE VLY, WA, 99212-1236, UNITED STATES",False,True,True,
293,GIN HOLDINGS LLC,"HIGGINS HOLDINGS, LLC",604 648 279,1384045,"3119 FREEDOM LN, OAK HARBOR, WA, 98277-3628, UNITED STATES",False,False,False,
294,GIN HOLDINGS LLC,"HIGGINS REAL ESTATE HOLDINGS, LLC",604 664 872,1400482,,True,True,True,
295,GIN HOLDINGS LLC,"HUI RONG INVESTMENT HOLDING, LLC",603 520 187,238837,"355 118TH AVE SE STE 200, BELLEVUE, WA, 98005, UNITED STATES",False,False,False,
296,GIN HOLDINGS LLC,"JG INVESTMENT HOLDINGS, INC.",604 306 975,1224138,"11820 NORTHUP WAY STE E200, BELLEVUE, WA, 98005-1966, UNITED STATES",False,False,False,
297,GIN HOLDINGS LLC,"KING INVESTMENT HOLDINGS, LLC",602 809 853,285974,"4800 FREMONT AVE N, APT 120, SEATTLE, WA, 98103-6565, UNITED STATES",False,False,False,
298,GIN HOLDINGS LLC,"LG INVESTMENT HOLDINGS, LLC",604 058 126,815536,"3817 101ST ST SW, LAKEWOOD, WA, 98499-4703, UNITED STATES",False,False,False,
299,GIN HOLDINGS LLC,"LIGHTNING INTERMEDIATE HOLDINGS, LLC",603 325 841,1129370,"4301 W BOY SCOUT BLVD, SUITE 800, TAMPA, FL, 33607-5702, UNITED STATES",False,False,False,
300,GIN HOLDINGS LLC,MARGINAL HOLDINGS LLC,604 785 523,1475360,"3222 S EDMUNDS ST, SEATTLE, WA, 98118-1726, UNITED STATES",False,False,False,
301,GIN HOLDINGS LLC,"NELSON/HUGGINS HOLDINGS, LLC",602 890 977,364663,"303 WASHINGTON AVE N, KENT, WA, 98032-4436, UNITED STATES",False,False,False,
302,AUDITORIUM APARTMENTS LLC,"AUDITORIUM APARTMENTS, L.L.C.",602 404 748,44496,"50 116TH AVE SE STE 201, BELLEVUE, WA, 98004-6436, UNITED STATES",False,False,False,
303,AUDITORIUM APARTMENTS LLC,EAGLES  AUDITORIUM APARTMENTS LLC,603 157 468,661959,"433 MINOR AVE N, SEATTLE, WA, 98109-5439, UNITED STATES",False,False,False,
