,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match,isMatch
129,KING COUNTY,KING COUNTY EQUITY NOW,604 550 960,1392089,"1143 MARTIN LUTHER KING JR WAY # 78, SEATTLE, WA, 98122-5051, UNITED STATES",Active,FALSE,FALSE,FALSE,0
130,KING COUNTY,KING COUNTY FEDERATION OF DEMOCRATIC WOMEN,605 159 030,1649586,,Active,TRUE,FALSE,FALSE,0
131,KING COUNTY,KING COUNTY FIRE & LIFE SAFETY ASSOCIATION,601 803 795,262884,"1900 LIND AVE SW, RENTON, WA, 98057-3353, UNITED STATES",Active,FALSE,FALSE,FALSE,0
132,KING COUNTY,KING COUNTY FIRE CHIEFS ASSOCIATION,601 734 460,270783,"18002 108TH AVE SE, RENTON, WA, 98055-6445, UNITED STATES",Active,FALSE,FALSE,FALSE,0
133,KING COUNTY,KING COUNTY FIRE COMMISSIONERS ASSOCIATION,603 098 710,782055,"20004 15TH AVE NW, SHORELINE, WA, 98177-2159, UNITED STATES",Active,FALSE,FALSE,FALSE,0
134,KING COUNTY,"KING COUNTY FIRE DISTRICT #4 FIREMEN'S ASSOCIATION, INCORPORATED",601 840 592,781054,"17525 AURORA AVE N, SHORELINE, WA, 98133-4812, UNITED STATES",Active,FALSE,FALSE,FALSE,0
135,KING COUNTY,KING COUNTY FIREFIGHTERS PIPES AND DRUMS,602 956 395,138519,"7522 122ND AVE NE, KIRKLAND, WA, 98033-8225, UNITED STATES",Active,FALSE,FALSE,FALSE,0
136,KING COUNTY,KING COUNTY FOP LODGE 37,604 526 869,1390591,"15220 50TH AVE E, TACOMA, WA, 98446-3902, UNITED STATES",Active,FALSE,FALSE,FALSE,0
137,KING COUNTY,KING COUNTY FOUNDATION,602 981 337,285688,"1206 123RD AVE, BELLEVUE, WA, 98005, UNITED STATES",Inactive,FALSE,FALSE,FALSE,0
138,KING COUNTY,KING COUNTY FUNERAL DIRECTORS ASSOCIATION,603 338 483,1126788,,,TRUE,TRUE,TRUE,0
139,KING COUNTY,"KING COUNTY HAIR COMPANY, LLC",604 674 976,1409343,"15033 HIGHWAY 99 STE C, LYNNWOOD, WA, 98087-2363, UNITED STATES",Active,FALSE,FALSE,FALSE,0
140,KING COUNTY,KING COUNTY HISPANIC CHAMBER OF COMMERCE,601 198 546,285689,,Administratively Dissolved,TRUE,FALSE,FALSE,0
141,KING COUNTY,"KING COUNTY HOLDINGS, LLC",603 028 232,270784,"23413 66TH AVE S, KENT, WA, 98032, UNITED STATES",Terminated,FALSE,FALSE,FALSE,0
142,KING COUNTY,KING COUNTY HOME GUIDE LLC,605 150 804,1646829,"19524 ECHO LAKE PL N APT A301, SHORELINE, WA, 98133-3634, UNITED STATES",Active,FALSE,FALSE,FALSE,0
143,KING COUNTY,KING COUNTY HOMES LLC,604 587 325,1343450,"3172 CAPISTRANO LN, NAPLES, FL, 34114-9799, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
144,KING COUNTY,KING COUNTY HOPE (HELPING OUR PEOPLE IN EMERGENCIES),603 280 148,810675,"5409 100TH ST SW # 39765, LAKEWOOD, WA, 98496-0959, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
145,KING COUNTY,KING COUNTY HOUSING LLC,604 569 771,1336545,"1400 HUBBELL PL APT 1202, SEATTLE, WA, 98101-1909, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
146,KING COUNTY,KING COUNTY INCIDENT SUPPORT TEAM,603 341 981,182806,"1100 BELLEVUE WAY NE STE 933, BELLEVUE, WA, 98004-4280, UNITED STATES",Active,FALSE,FALSE,FALSE,0
147,KING COUNTY,"KING COUNTY INVESTMENTS, LLC",603 350 559,795647,"110 D ST SE, AUBURN, WA, 98002-5528, UNITED STATES",Active,FALSE,FALSE,FALSE,0
148,KING COUNTY,KING COUNTY IRIS SOCIETY,601 478 717,795648,"4023 CASCADIA AVE S, SEATTLE, WA, 98118-1130, UNITED STATES",Active,FALSE,FALSE,FALSE,0
149,KING COUNTY,KING COUNTY JAIL,604 642 808,1375679,,Administratively Dissolved,TRUE,FALSE,FALSE,0
150,KING COUNTY,KING COUNTY JUNIOR LIVESTOCK SHOW,604 883 777,1546063,"45224 284TH AVE SE, ENUMCLAW, WA, 98022-9275, UNITED STATES",Active,FALSE,FALSE,FALSE,0
151,KING COUNTY,KING COUNTY KINGS LLC,604 714 941,1429476,"522 W RIVERSIDE AVE STE N, SPOKANE, WA, 99201-0580, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
152,KING COUNTY,KING COUNTY LATINO CHAMBER OF COMMERCE,603 540 619,795649,"2632 21ST AVE W # 109, SEATTLE, WA, 98199, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
153,KING COUNTY,KING COUNTY LAW ENFORCEMENT EXPLORERS,602 017 764,182807,"17070 SE WAX RD, COVINGTON, WA, 98042-9111, UNITED STATES",Active,FALSE,FALSE,FALSE,0
154,KING COUNTY,KING COUNTY LAW LIBRARY FOUNDATION,604 262 174,1198172,"516 3RD AVE RM W621, SEATTLE, WA, 98104-2363, UNITED STATES",Active,FALSE,FALSE,FALSE,0
155,KING COUNTY,KING COUNTY LIBRARY SYSTEM AND CITY OF BURIEN CONDOMINIUM ASSOCIATION,602 937 597,285690,"960 NEWPORT WAY NW, ISSAQUAH, WA, 98027-2702, UNITED STATES",Active,FALSE,FALSE,FALSE,0
156,KING COUNTY,KING COUNTY LIBRARY SYSTEM FOUNDATION,601 287 130,278206,"960 NEWPORT WAY NW, ISSAQUAH, WA, 98027, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
157,KING COUNTY,KING COUNTY LOCKSMITH LLC,605 105 491,1644068,"2501 SW TRENTON ST # 1016, SEATTLE, WA, 98106-3206, UNITED STATES",Active,FALSE,FALSE,FALSE,0
158,KING COUNTY,KING COUNTY LUXURY LIMOSINE  LLC,604 087 988,789460,"9040 RAINIER AVE S STE 3, SEATTLE, WA, 98118, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
159,KING COUNTY,"KING COUNTY LYMPHEDEMA & MASSAGE CLINIC, LLC",602 245 073,1126789,,Administratively Dissolved,TRUE,FALSE,FALSE,0
160,KING COUNTY,KING COUNTY MAGNETIC LLC,604 076 386,1126790,"170 S LINCOLN ST STE 100, SPOKANE, WA, 99201-4443, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
161,KING COUNTY,KING COUNTY MED-PROJECT LLC,603 448 707,303433,"1155 15TH ST NW STE 500, WASHINGTON, DC, 20005, UNITED STATES",Terminated,FALSE,FALSE,FALSE,0
162,KING COUNTY,"KING COUNTY MEDICAL COMMUNICATION CENTER, INCORPORATED",600 235 832,782057,,Administratively Dissolved,TRUE,FALSE,FALSE,0
163,KING COUNTY,KING COUNTY MEDICAL SOCIETY,601 128 458,270893,"200 BROADWAY, SEATTLE, WA, 98122-7434, UNITED STATES",Active,TRUE,FALSE,FALSE,0
164,KING COUNTY,KING COUNTY MEDICAL SOCIETY COMMUNITY FOUNDATION,603 440 266,1126791,"200 BROADWAY, SEATTLE, WA, 98122-7434, UNITED STATES",Active,TRUE,FALSE,FALSE,0
165,KING COUNTY,KING COUNTY MEDICINAL CANNABIS COLLECTIVE,603 108 855,782058,"3699 CENTRALIA ALPHA RD, ONALASKA, WA, 98570, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
166,KING COUNTY,KING COUNTY MENTAL HEALTH PROVIDERS ASSOCIATION,602 493 914,1126792,"2970 SW AVALON WAY, SEATTLE, WA, 98126-2551, UNITED STATES",Active,FALSE,FALSE,FALSE,0
167,KING COUNTY,KING COUNTY MINORITY LEADERSHIP GRANT,604 292 455,1218538,"5050 36TH AVE NE, SEATTLE, WA, 98105-3145, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
168,KING COUNTY,KING COUNTY MOBILE EVICTON PREVENTION SERVICES [D.B.A.] WHEELS OF JUSTICE,604 563 157,1333057,,Administratively Dissolved,TRUE,FALSE,FALSE,0
169,KING COUNTY,KING COUNTY MOTORSPORTS L.L.C.,603 064 217,182916,"3702 WEST VALLEY HIGHWAY, SUITE 106, AUBURN, WA, 98001, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
170,KING COUNTY,KING COUNTY MOVERS LLC,604 118 997,795651,"7220 S TAFT ST, SEATTLE, WA, 98178-2626, UNITED STATES",Active,FALSE,FALSE,FALSE,0
171,KING COUNTY,KING COUNTY NATIVE AMERICAN LEADERSHIP COUNCIL,603 567 370,279914,"336 S. DIVISION ST., AUBURN, WA, 98001, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
172,KING COUNTY,KING COUNTY NOTARY LLC,604 911 954,1561738,"13322 SE 263RD PL, KENT, WA, 98042-3508, UNITED STATES",Active,FALSE,FALSE,FALSE,0
173,KING COUNTY,KING COUNTY NURSES ASSOCIATION,601 124 101,768066,"4649 SUNNYSIDE AVE N, # 352, SEATTLE, WA, 98103, UNITED STATES",Active,FALSE,FALSE,FALSE,0
174,KING COUNTY,"KING COUNTY PARALEGAL SERVICES, LLC",603 116 888,303435,"341 SHANGRILA WAY NW, #4-101, ISSAQUAH, WA, 98027, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
175,KING COUNTY,KING COUNTY PARAMEDICS IAFF LOCAL 2595,604 437 196,1277697,,,TRUE,TRUE,TRUE,0
176,KING COUNTY,KING COUNTY PATIENT ASSOCIATION,603 095 627,782059,"635 33RD AVE E, SEATTLE, WA, 98112, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
177,KING COUNTY,KING COUNTY PATROL DIVISION LLC,604 739 907,1445274,"1102 A ST STE 300, TACOMA, WA, 98402-5013, UNITED STATES",Voluntarily Dissolved,FALSE,FALSE,FALSE,0
178,KING COUNTY,KING COUNTY POLICE CHAPLAINCY,601 966 938,796789,"3511 NE 2ND ST, SHERIFF-SPECIAL OPERATIONS, RENTON, WA, 98056-4192, UNITED STATES",Active,FALSE,FALSE,FALSE,0
179,KING COUNTY,KING COUNTY POLICE OFFICERS' GUILD,601 311 677,781055,"5506 6TH AVE S STE 201A, SEATTLE, WA, 98108-2553, UNITED STATES",Active,FALSE,FALSE,FALSE,0
180,KING COUNTY,"KING COUNTY POMONA GRANGE, NO. 13",602 024 976,782060,,Active,TRUE,FALSE,FALSE,0
181,KING COUNTY,"KING COUNTY POOL LEAGUE, LLC",604 695 233,1416549,"123 234TH ST SW, BOTHELL, WA, 98021-8621, UNITED STATES",Active,FALSE,FALSE,FALSE,0
182,KING COUNTY,KING COUNTY PRESSURE WASHING SERVICES LLC,604 744 666,1453924,"7217 OLIVE AVE SE, AUBURN, WA, 98092-7717, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
183,KING COUNTY,KING COUNTY PROCESS SERVICE LLC,602 749 855,1126794,"18527 42ND AVE SE, BOTHELL, WA, 98012-7509, UNITED STATES",Active,FALSE,FALSE,FALSE,0
184,KING COUNTY,KING COUNTY PROGRAMS AND CHARITIES INC.,603 086 023,270895,"1752 NW MARKET ST #710, SEATTLE, WA, 98107, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
185,KING COUNTY,KING COUNTY PROPERTIES LLC,604 947 056,1581783,"22845 SE 1ST PL APT 417, SAMMAMISH, WA, 98074-5038, UNITED STATES",Active,FALSE,FALSE,FALSE,0
186,KING COUNTY,KING COUNTY PROSECUTING ATTORNEYS ASSOCIATION,603 017 913,813888,"800 5TH AVE STE 101-401, SEATTLE, WA, 98104-3176, UNITED STATES",Active,FALSE,FALSE,FALSE,0
187,KING COUNTY,KING COUNTY RECOVERY INC,603 438 003,781056,"3019 NE 127TH ST PMB 27661, SEATTLE, WA, 98165, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
188,KING COUNTY,"KING COUNTY RECYCLING SERVICES, LLC",605 071 311,1637182,"13 199TH PL SE, BOTHELL, WA, 98012-9600, UNITED STATES",Active,FALSE,FALSE,FALSE,0
189,KING COUNTY,KING COUNTY REGIONAL AFIS GUILD,603 258 103,810696,"900 OAKESDALE AVE SW, RENTON, WA, 98057-5205, UNITED STATES",Active,FALSE,FALSE,FALSE,0
190,KING COUNTY,KING COUNTY RENTAL PROPERTIES L.L.C.,603 104 933,768067,"24227 229TH AVE SE, MAPLE VALLEY, WA, 98038, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
191,KING COUNTY,KING COUNTY REPUBLICAN CONSERVATIVE CLUB,602 893 301,285692,"27639 SE 231ST ST, MAPLE VALLEY, WA, 98038, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
192,KING COUNTY,"KING COUNTY RESIDENTIAL CONSTRUCTION, LLC",603 579 020,285961,"2233 LOMBARD AVE, EVERETT, WA, 98201, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
193,KING COUNTY,KING COUNTY SEARCH AND RESCUE ASSOCIATION,601 016 212,782062,,,TRUE,TRUE,TRUE,0
194,KING COUNTY,KING COUNTY SEARCH AND RESCUE ASSOCIATION PUBLIC BENEFIT,601 016 212,782062,"34500 SE 99TH ST, SNOQUALMIE, WA, 98065-9788, UNITED STATES",Active,FALSE,TRUE,TRUE,0
195,KING COUNTY,KING COUNTY SEARCH DOGS,601 754 398,270896,"20011 BALLINGER WAY NE # 216, SHORELINE, WA, 98155-1286, UNITED STATES",Active,FALSE,FALSE,FALSE,0
196,KING COUNTY,"KING COUNTY SECURITY GUARDS, LLC",603 052 778,782063,"31919 6TH AVE S STE A300, SUITE A300, FEDERAL WAY, WA, 98003-5365, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
197,KING COUNTY,KING COUNTY SECURITY GUILD,603 371 930,813889,"1109 LEWIS LN SE, ISSAQUAH, WA, 98027-4706, UNITED STATES",Active,FALSE,FALSE,FALSE,0
198,KING COUNTY,KING COUNTY SECURITY LLC,604 539 158,1322854,"19386 113TH AVE SE, KENT, WA, 98031-0207, UNITED STATES",Active,FALSE,FALSE,FALSE,0
199,KING COUNTY,KING COUNTY SEPTIC LLC,604 266 118,1194093,"90 QUETILQUASOON RD, MANSON, WA, 98831-9239, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
200,KING COUNTY,"KING COUNTY SEPTIC SERVICES, LLC",604 339 171,1252217,"606 CEDAR DR SE, AUBURN, WA, 98002-7603, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
201,KING COUNTY,KING COUNTY SEWER & DRAIN CARE LLC,604 085 350,278208,"12825 65TH AVE S, SEATTLE, WA, 98178-4735, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,0
202,KING COUNTY,KING COUNTY SEXUAL ASSAULT RESOURCE CENTER,600 354 301,810697,"707 S GRADY WAY STE 300, RENTON, WA, 98057-3245, UNITED STATES",Active,FALSE,FALSE,FALSE,0
203,KING COUNTY,KING COUNTY SHERIFF'S OFFICE FOUNDATION,602 283 363,813890,"22023 SE WAX RD # 908, MAPLE VALLEY, WA, 98038-8697, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
204,KING COUNTY,KING COUNTY SHERIFF'S OFFICE MARSHAL'S GUILD,604 093 834,782064,"PO BOX 257, OLYMPIA, WA, 98507-0257, UNITED STATES",Active,FALSE,FALSE,FALSE,0
205,KING COUNTY,"KING COUNTY SOFTWORKS, LLC",603 108 512,796790,"7237 237TH AVENUE NE, REDMOND, WA, 98053-7914, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
206,KING COUNTY,KING COUNTY SPOUSES ASSOCIATION,604 506 173,1308693,,Administratively Dissolved,TRUE,FALSE,FALSE,0
207,KING COUNTY,"KING COUNTY TELEPSYCH SERVICES, LLC",604 783 678,1480794,"16938 NE 17TH PL, BELLEVUE, WA, 98008-2904, UNITED STATES",Active,FALSE,FALSE,FALSE,0
208,KING COUNTY,"KING COUNTY TRANSPORTATION, LLC",603 517 788,789462,"6338 31ST AVE SW, SEATTLE, WA, 98126, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
209,KING COUNTY,"KING COUNTY TUTORING SERVICE, INC.",601 822 941,303438,,Voluntarily Dissolved,TRUE,FALSE,FALSE,0
210,KING COUNTY,KING COUNTY UMPIRES ASSOCIATION,601 992 959,796791,"605 CEDAR DR SE, AUBURN, WA, 98002, UNITED STATES",Voluntarily Dissolved,FALSE,FALSE,FALSE,0
211,KING COUNTY,"KING COUNTY WINDOW & GLASS ""LLC""",602 437 897,278209,"13028 LAKE CITY BLVD SW, LAKEWOOD, WA, 98498-4218, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,0
212,KING COUNTY,KING COUNTY YOUTH CHAPLAINCY,602 917 562,285962,,Administratively Dissolved,TRUE,FALSE,FALSE,0
213,KING COUNTY,"LANDSCAPE & MAINTENANCE SERVICES OF KING COUNTY, LLC",603 137 662,786681,"13714 NE 11TH ST R-4, BELLEVUE, WA, 98005, UNITED STATES",Terminated,FALSE,FALSE,FALSE,
214,KING COUNTY,LAO EASTSIDE ASSOCIATION OF KING COUNTY WASHINGTON STATE,601 800 376,801529,"1011 148TH PL SE, BELLEVUE, WA, 98007, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
215,KING COUNTY,LEAGUE OF WOMEN VOTERS OF KING COUNTY SOUTH,601 824 792,812799,"616 SW 152ND AVE #C, BURIEN, WA, 98166, UNITED STATES",Inactive,FALSE,FALSE,FALSE,
216,KING COUNTY,LEAGUE OF WOMEN VOTERS OF SEATTLE-KING COUNTY,601 205 483,300931,"1511 3RD AVE STE 900, SEATTLE, WA, 98101-1683, UNITED STATES",Active,TRUE,FALSE,FALSE,
217,KING COUNTY,LEAGUE OF WOMEN VOTERS OF SEATTLE-KING COUNTY EDUCATION FUND,601 133 960,807241,"1511 3RD AVE STE 900, SEATTLE, WA, 98101-1683, UNITED STATES",Active,TRUE,FALSE,FALSE,
218,KING COUNTY,LIBERTARIAN PARTY OF KING COUNTY,604 101 153,322311,"1205 GRANT AVE S APT O301, RENTON, WA, 98055-6028, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
219,KING COUNTY,MARTIN LUTHER KING COUNTY INSTITUTE,603 276 770,807823,"128 24TH AVENUE, SEATTLE, WA, 98122-6063, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
220,KING COUNTY,"MARTIN LUTHER KING, JR. COUNTY LABOR COUNCIL OF WASHINGTON,AFL-CIO",601 098 734,1131752,"5030 1ST AVE S STE 301, SEATTLE, WA, 98134-2438, UNITED STATES",Active,FALSE,FALSE,FALSE,
221,KING COUNTY,MASTER GARDENER FOUNDATION OF KING COUNTY,601 383 841,808544,"3501 NE 41ST ST, SEATTLE, WA, 98105-5699, UNITED STATES",Active,FALSE,FALSE,FALSE,
222,KING COUNTY,MEDICAL INTERPRETERS OF KING COUNTY LLC,603 228 687,347384,"PO BOX 935, BLACK DIAMOND, WA, 98010, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
223,KING COUNTY,METRO SEATTLE-KING COUNTY AMATEUR SOFTBALL ASSOCIATION,601 689 378,847509,,,TRUE,TRUE,TRUE,
224,KING COUNTY,MINORITY EXECUTIVE DIRECTORS COALITION OF KING COUNTY,602 201 504,207781,,Administratively Dissolved,TRUE,FALSE,FALSE,
225,KING COUNTY,MISS EAST KING COUNTY SCHOLARSHIP PAGEANT,603 469 855,821673,"1554 STONE CREEK CIR SW, NORTH BEND, WA, 98045, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
226,KING COUNTY,MOUNT VIEW PRESBYTERIAN CHURCH OF KING COUNTY,601 144 484,1134497,"10806 12TH AVE SW, SEATTLE, WA, 98146-2124, UNITED STATES",Voluntarily Dissolved,FALSE,FALSE,FALSE,
227,KING COUNTY,MOVING KING COUNTY RESIDENTS FORWARD,602 944 943,1134606,"600 ANDOVER PARK W, TUKWILA, WA, 98188-3326, UNITED STATES",Active,FALSE,FALSE,FALSE,
228,KING COUNTY,NABVETS (WSCC): SEATTLE-MLKING COUNTY CHAPTER #0003,603 426 712,345717,"947 27TH AVE, SEATTLE, WA, 98122-4925, UNITED STATES",Active,FALSE,FALSE,FALSE,
229,KING COUNTY,NAMI SOUTH KING COUNTY,601 338 122,335859,"515 W HARRISON ST STE 215, KENT, WA, 98032-4403, UNITED STATES",Active,FALSE,FALSE,FALSE,
230,KING COUNTY,NEW CONNECTIONS OF SOUTH KING COUNTY,603 052 006,865283,"422 W TITUS ST, KENT, WA, 98032-5815, UNITED STATES",Active,FALSE,FALSE,FALSE,
231,KING COUNTY,"NORTH BEND PTA, KING COUNTY, 2.18.20",601 815 358,370195,"400 E 3RD ST, NORTH BEND, WA, 98045-8201, UNITED STATES",Active,FALSE,FALSE,FALSE,
232,KING COUNTY,NORTH EAST KING COUNTY REGIONAL PUBLIC SAFETY COMMUNICATIONSAGENCY,602 775 260,344993,"450 110TH AVE NE, BELLEVUE, WA, 98015, UNITED STATES",Active,FALSE,FALSE,FALSE,
233,KING COUNTY,NORTH KING COUNTY FAMILY CHILD CARE ASSOCIATION,603 210 891,343834,,Administratively Dissolved,TRUE,FALSE,FALSE,
234,KING COUNTY,"NORTH KING COUNTY LITTLE LEAGUE, INC.",601 348 355,350523,"PO BOX 55402, SHORELINE, WA, 98155, UNITED STATES",Inactive,FALSE,FALSE,FALSE,
235,KING COUNTY,NORTHWEST SOCCER OFFICIALS,601 631 506,449041,"5565 NE 17TH ST, RENTON, WA, 98059-4379, UNITED STATES",Active,FALSE,TRUE,TRUE,
236,KING COUNTY,"OPSTAD ELEMENTARY PTA, N. KING COUNTY, 2.18.21",601 171 283,384180,"1345 STILSON AVE SE, NORTH BEND, WA, 98045-9559, UNITED STATES",Active,FALSE,FALSE,FALSE,
237,KING COUNTY,PINNACLE PEAK (KING COUNTY) HOMEOWNERS ASSOCIATION,604 389 557,1258704,"17010 135TH ST CT E, PUYALLUP, WA, 98374, UNITED STATES",Active,FALSE,FALSE,FALSE,
238,KING COUNTY,PUGET SOUND FUNERAL DIRECTORS' ASSOCIATION,603 338 483,1126788,"7603 35TH AVE SW, SEATTLE, WA, 98126-3229, UNITED STATES",Administratively Dissolved,FALSE,TRUE,TRUE,
239,KING COUNTY,RECOLOGY KING COUNTY INC.,601 816 189,938969,"50 CALIFORNIA ST FL 24, SAN FRANCISCO, CA, 94111-4624, UNITED STATES",Active,FALSE,FALSE,FALSE,
240,KING COUNTY,RECOVERY CENTERS OF KING COUNTY,601 146 492,422176,"464 12TH AVE, SEATTLE, WA, 98122, UNITED STATES",Voluntarily Dissolved,FALSE,FALSE,FALSE,
241,KING COUNTY,"REDEEMER LUTHERAN CHURCH OF MERCER ISLAND, KING COUNTY, WASHINGTON",601 810 769,902443,"6001 ISLAND CREST WAY, MERCER ISLAND, WA, 98040-4518, UNITED STATES",Active,FALSE,FALSE,FALSE,
242,KING COUNTY,REFUGEE FORUM OF KING COUNTY,603 124 047,407069,"5734 25TH AVE NE, SEATTLE, WA, 98105-2417, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
243,KING COUNTY,REFUGEES RESETTLEMENT PROJECT OF KING COUNTY,603 179 729,394160,"3703 S EDMONDS ST #32, SEATTLE, WA, 98118, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
244,KING COUNTY,REGIONAL WATER ASSOCIATION OF SOUTH KING COUNTY,601 645 597,1144865,"27224 144TH AVE SE, KENT, WA, 98042, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
245,KING COUNTY,ROYAL ARCH MASONS ASSOCIATION OF KING COUNTY,602 022 423,261662,,Active,TRUE,FALSE,FALSE,
246,KING COUNTY,"SAFETY & SECURITY SOLUTIONS OF KING COUNTY, INC.",603 382 342,415352,"921 5TH AVE STE C4, KIRKLAND, WA, 98033-6393, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,
247,KING COUNTY,"SEASONS HOSPICE & PALLIATIVE CARE OF KING COUNTY HOLDINGS, INC.",604 665 114,1397484,"6400 SHAFER CT STE 700, ROSEMONT, IL, 60018-4989, UNITED STATES",Terminated,FALSE,FALSE,FALSE,
248,KING COUNTY,"SEASONS HOSPICE & PALLIATIVE CARE OF KING COUNTY, LLC",604 665 111,1397480,"17855 DALLAS PKWY STE 200, DALLAS, TX, 75287-6857, UNITED STATES",Active,TRUE,FALSE,FALSE,
249,KING COUNTY,SEATTLE KING COUNTY BREASTFEEDING COALITION,602 083 268,927204,,Administratively Dissolved,TRUE,FALSE,FALSE,
250,KING COUNTY,SEATTLE KING COUNTY CULTURAL ACCESSIBILITY CONSORTIUM,604 572 340,1336015,"815 SEATTLE BLVD S, SEATTLE, WA, 98134-1310, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,
251,KING COUNTY,SEATTLE-KING COUNTY ASSOCIATION OF REALTORS,600 238 058,972208,"12410 SE 32ND ST STE 100, BELLEVUE, WA, 98005-5171, UNITED STATES",Active,TRUE,FALSE,FALSE,
252,KING COUNTY,SEATTLE-KING COUNTY ASSOCIATION OF REALTORS FIRST CITIZENSCHOLARSHIP,601 899 289,989146,"12410 SE 32ND ST STE 100, BELLEVUE, WA, 98005-5171, UNITED STATES",Active,TRUE,FALSE,FALSE,
253,KING COUNTY,SEATTLE-KING COUNTY CONVENTION AND VISITORS BUREAU,601 552 671,446342,"701 PIKE ST, STE 800, SEATTLE, WA, 98101-3924, UNITED STATES",Active,FALSE,FALSE,FALSE,
254,KING COUNTY,SEATTLE-KING COUNTY DENTAL FOUNDATION,601 427 561,945222,"1111 HARVARD AVE, SEATTLE, WA, 98122-4205, UNITED STATES",Active,TRUE,FALSE,FALSE,
255,KING COUNTY,SEATTLE-KING COUNTY DENTAL SOCIETY,601 134 298,964250,"1111 HARVARD AVE, SEATTLE, WA, 98122-4205, UNITED STATES",Active,TRUE,FALSE,FALSE,
256,KING COUNTY,SEATTLE-KING COUNTY DISASTER TEAM,601 842 552,422815,,,TRUE,TRUE,TRUE,
257,KING COUNTY,SEATTLE-KING COUNTY FOR HIRE OWNERS AND DRIVERS ASSOCIATION,603 205 885,418541,"15931 DES MOINES MEM DR, SEATTLE, WA, 98148, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
258,KING COUNTY,SEATTLE-KING COUNTY MILITARY HISTORY SOCIETY,601 833 535,431402,"9161 MATTHEWS AVE NE, SEATTLE, WA, 98115, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
259,KING COUNTY,SEATTLE-KING COUNTY REGIONAL CENTER LLC,602 985 052,927555,"2811 EAST MADISON ST #202, SEATTLE, WA, 98112, UNITED STATES",Inactive,FALSE,FALSE,FALSE,
260,KING COUNTY,SEATTLE-KING COUNTY TAXICAB OWNERS ALLIANCE,602 960 897,989147,"21450 INTERNATIONAL BLVD S, #26, SEATAC, WA, 98198, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
261,KING COUNTY,SEATTLE-KING COUNTY WORKFORCE DEVELOPMENT COUNCIL,602 021 045,268989,"2003 WESTERN AVE STE 250, SEATTLE, WA, 98121-2162, UNITED STATES",Active,FALSE,FALSE,FALSE,
262,KING COUNTY,SEATTLE/KING COUNTY COALITION ON HOMELESSNESS,604 136 332,964253,"85 S WASHINGTON ST STE 310, SEATTLE, WA, 98104-3407, UNITED STATES",Active,FALSE,FALSE,FALSE,
263,KING COUNTY,"SOCIETY OF ST. VINCENT DE PAUL COUNCIL, OF SEATTLE/KING COUNTY",178 019 275,439092,"5950 4TH AVE S, SEATTLE, WA, 98108-3208, UNITED STATES",Active,FALSE,FALSE,FALSE,
