SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match,isMatch
1205 EAST PIKE LLC,"1205 EAST PIKE, LLC",604 846 312,1515892,"2633 EASTLAKE AVE E, SUITE 307, SEATTLE, WA, 98102, UNITED STATES",Active,False,False,False,
900 E PINE LLC,"900 E PINE, LLC",602 468 492,15353,"1620 BROADWAY STE 200, SEATTLE, WA, 98122-2564, UNITED STATES",Active,False,False,False,
AP PINE AND BOYLSTON LLC,"AP PINE AND BOYLSTON, LLC",604 564 004,1330263,"1616 CAMDEN ROAD, SUITE 210, CHARLOTTE, NC, 28203, UNITED STATES",Active,False,False,False,
SEATTLE PACIFIC BUSINESS PARK LLC,"SEATTLE PACIFIC BUSINESS PARK, LLC",602 282 480,988567,"241 S LANDER ST, SEATTLE, WA, 98134-1901, UNITED STATES",Active,False,False,False,
SODO PARTNERS LLC,"SODO PARTNERS, LLC",603 165 128,439251,"2005 AIRPORT WAY S, SEATTLE, WA, 98134, UNITED STATES",Active,False,False,False,
TRIGGER BUILDING LLC,"TRIGGER BUILDING, LLC",604 664 718,1397188,"2302 HEWITT AVE, EVERETT, WA, 98201, UNITED STATES",Active,False,False,False,
CEDERSTRAND RENTALS LLC,"CEDERSTRAND RENTALS, LLC",602 165 885,612884,"7621 RAINIER AVE S, SEATTLE, WA, 98118-3947, UNITED STATES",Active,False,False,False,
2724 1ST AVENUE SOUTH LLC,"2724 1ST AVENUE SOUTH, LLC",602 561 540,6773,"8451 SE 68TH ST STE 200, MERCER ISLAND, WA, 98040-5240, UNITED STATES",Active,False,False,False,
HUDSON STREET SPE LLC,"HUDSON STREET SPE, LLC",602 634 550,733107,"5005 3RD AVE S, PO BOX 24567, SEATTLE, WA, 98124, UNITED STATES",Active,False,False,False,
INS HOLDINGS LLC,"INS HOLDINGS, LLC",602 816 382,162803,"1400 AIRPORT WAY S, SEATTLE, WA, 98134-1613, UNITED STATES",Active,False,False,False,
1ST AVENUE SOUTH SEATTLE OWNER LLC,"1ST AVENUE SOUTH SEATTLE OWNER, LLC",604 757 395,1464721,"515 S FLOWER ST FL 49, LOS ANGELES, CA, 90071-2201, UNITED STATES",Active,False,False,False,
SC SEATTLE RE II LLC,"SC SEATTLE RE II, LLC",604 921 267,1567206,"1650 SPRING GATE LN, LAS VEGAS, NV, 89134-6247, UNITED STATES",Active,False,False,False,
CGA II LLC,"CGA II, L.L.C.",602 766 632,619168,"2401 4TH AVE, STE 840, SEATTLE, WA, 98121-3419, UNITED STATES",Active,False,False,False,
640 SPOKANE LLC,"640 SPOKANE, LLC",603 452 157,309770,"1833 PARKSIDE DR E, SEATTLE, WA, 98112-3722, UNITED STATES",Active,False,False,False,
MONROE COMMERCIAL PROPERTIES LLC,"MONROE COMMERCIAL PROPERTIES, LLC",603 001 881,839856,"717 S. LANDER ST., SEATTLE, WA, 98134, UNITED STATES",Active,False,False,False,
STADIUM SILVER CLOUD INN LLC,"STADIUM SILVER CLOUD INN, L.L.C.",602 213 697,473239,"103 118TH AVE SE, SUITE 300, BELLEVUE, WA, 98005-3753, UNITED STATES",Active,False,False,False,
DAHLGREN FAMILY LLC #1,DAHLGREN FAMILY L.L.C. #1,602 115 049,643820,"701 5TH AVE STE 5500, SEATTLE, WA, 98104-7096, UNITED STATES",Voluntarily Dissolved,True,False,False,
NORTH SEATTLE AURORA PROPERTIES LLC,"NORTH SEATTLE AURORA PROPERTIES, LLC",604 078 335,894501,"13733 AURORA AVE N, SEATTLE, WA, 98133-6912, UNITED STATES",Active,False,False,False,
10306 MERIDIAN AVENUE NORTH LLC,"10306 MERIDIAN AVENUE NORTH, LLC",603 214 072,3272,"44 MONTGOMERY ST, SUITE 610, SAN FRANCISCO, CA, 94104-4608, UNITED STATES",Active,False,False,False,
FFHS HOUSING PARTNERS LP,"FFHS HOUSING PARTNERS, LP",604 212 609,1176360,"415 1ST AVENUE NORTH, #19240, SEATTLE, WA, 98109, UNITED STATES",Active,False,False,False,
CEDRUS PROPERTIES LLC,"CEDRUS PROPERTIES, LLC",603 356 543,119435,"2229 112TH AVE NE STE 200, BELLEVUE, WA, 98004-2981, UNITED STATES",Active,False,False,False,
TRISTAR PROPERTIES LLC,"TRISTAR PROPERTIES, LLC",602 746 036,999469,"413 WILDCAT ST SE, LACEY, WA, 98503, UNITED STATES",Administratively Dissolved,False,False,False,
TRISTAR PROPERTIES LLC,"TRISTAR PROPERTIES, LLC",604 085 731,494688,"605 WENDELL DR., CAMPBELL, CA, 95008, UNITED STATES",Active,False,False,False,
GREENWOOD VISTA LLC,"GREENWOOD VISTA, LLC",604 117 034,706437,"226 SUMMIT AVE. EAST, SEATTLE, WA, 98102, UNITED STATES",Active,False,False,False,
MFP INVESTMENTS LLC,"MFP INVESTMENTS, LLC",604 291 047,1208925,"31351 OLD SAN JUAN RD, SAN JUAN CAPO, CA, 92675-2406, UNITED STATES",Active,False,False,False,
SUMMER AURORA LLC,"SUMMER AURORA, LLC",604 150 557,1025550,"11258 RIVIERA PL NE, SEATTLE, WA, 98125-5959, UNITED STATES",Active,False,False,False,
11010 GREENWOOD SEATTLE LLC,"11010 GREENWOOD SEATTLE, LLC",604 087 014,5123,"1913 14TH AVE E, SEATTLE, WA, 98112-2801, UNITED STATES",Active,False,False,False,
MIRALY PATSM LLC,"MIRALY PATSM, LLC",603 329 443,353260,"2216 70TH AVE SE, MERCER ISLAND, WA, 98040, UNITED STATES",Active,False,False,False,
TALL COMPANY LLC,TALL COMPANY L.L.C.,602 738 799,1006841,"1200 5TH AVE, SUITE 1925, SEATTLE, WA, 98101-1127, UNITED STATES",Active,False,False,False,
MGP X AURORA LLC,"MGP X AURORA, LLC",604 026 747,848464,"425 CALIFORNIA ST FL 10, SAN FRANCISCO, CA, 94104-2102, UNITED STATES",Active,False,False,False,
TLK PROPERTIES LLC,TLK PROPERTIES L.L.C.,602 191 912,485350,"433 W ROLLING HILLS LN, WENATCHEE, WA, 98801-9161, UNITED STATES",Active,False,False,False,
NORTHWAY WEST LLC,NORTHWAY WEST L.L.C.,602 351 771,347090,"433 W ROLLING HILLS LN, WENATCHEE, WA, 98801-9161, UNITED STATES",Active,False,False,False,
PCK-DLK LLC,PCK-DLK L.L.C.,604 498 616,1307775,"16340 MAPLEWILD AVE SW, BURIEN, WA, 98166-3130, UNITED STATES",Active,False,False,False,
PCK-DLK LLC,"PCK-DLK, LLC",602 850 779,900921,"4600 37TH AVE SW, SEATTLE, WA, 98126, UNITED STATES",Administratively Dissolved,False,False,False,
NOVA APARTMENTS LLC,"NOVA APARTMENTS, LLC",604 460 769,1285457,"6043 TAMPA AVE STE 101A, TARZANA, CA, 91356-1194, UNITED STATES",Active,False,False,False,
SEACLIFF WESTSIDE II LLC,"SEACLIFF WESTSIDE II, LLC",603 447 728,942513,"1000 S SEAWARD AVE, VENTURA, CA, 93001-3735, UNITED STATES",Active,False,False,False,
AVALON WEST PARTNERS LLC,"AVALON WEST PARTNERS, LLC",603 459 868,46198,"19009 PARK COMMONS DR, BEND, OR, 97703-6790, UNITED STATES",Active,False,False,False,
SVF LINK SEATTLE LLC,"SVF LINK SEATTLE, LLC",603 186 338,455653,"C/O AMERICAN REALTY ADVISORS, 515 S. FLOWER ST 49TH FLOOR, LOS ANGELES, CA, 90071, UNITED STATES",Active,False,False,False,
HILL CREST WEST SEATTLE LLC,"HILL CREST WEST SEATTLE, L.L.C.",602 258 029,230327,"219 E GARFIELD ST STE 600, SEATTLE, WA, 98102-3785, UNITED STATES",Active,False,False,False,
SWEENEY ORCHARDS TWO LLC,"SWEENEY ORCHARDS TWO, LLC",604 205 552,1172320,"4422 36TH AVE SW, SEATTLE, WA, 98126-2622, UNITED STATES",Active,False,False,False,
MMJV LLC,"MMJV, LLC",604 647 540,1379193,"9830 SE 35TH PL, MERCER ISLAND, WA, 98040-3150, UNITED STATES",Active,False,False,False,
ASAR LLC,ASAR LIMITED LIABILITY COMPANY,602 231 454,41778,"111 SUNSET AVE N STE 200, EDMONDS, WA, 98020-3229, UNITED STATES",Active,False,False,False,
LAKE CITY 5 LLC,"LAKE CITY 5, LLC",603 442 618,279994,"11525 LAKE CITY WAY NE, SEATTLE, WA, 98125-5327, UNITED STATES",Active,False,False,False,
26TH AVENUE BUILDING LLC,"26TH AVENUE BUILDING, LLC",602 973 737,6692,"8806 ROOSEVELT WAY NE, SEATTLE, WA, 98115-3042, UNITED STATES",Active,False,False,False,
DB FIVE SEATTLE GROCERY LLC,"DB FIVE SEATTLE GROCERY, LLC",604 271 305,1199155,"3131 TURTLE CREEK BLVD FL 11, DALLAS, TX, 75219-5405, UNITED STATES",Active,False,False,False,
SCHARMACH SEATTLE LLC,"SCHARMACH SEATTLE, LLC",602 830 375,420006,"3901 20TH ST E, FIFE, WA, 98424, UNITED STATES",Active,False,False,False,
ORIGIN APARTMENT INVESTORS LLC,"ORIGIN APARTMENT INVESTORS, LLC",604 254 888,1198300,"1900 S NORFOLK ST STE 225, SAN MATEO, CA, 94403-1166, UNITED STATES",Active,False,False,False,
VILLA APPIA LLC,"VILLA APPIA, LLC",602 130 547,1081733,"12300 31ST AVE NE STE A, SEATTLE, WA, 98125-5555, UNITED STATES",Active,False,False,False,
PROMENADE LAKE CITY LLC,"PROMENADE LAKE CITY, LLC",603 269 329,387606,"219 E GARFIELD ST STE 600, SEATTLE, WA, 98102-3785, UNITED STATES",Active,False,False,False,
SOLARA SEATTLE APARTMENTS LLC,"SOLARA SEATTLE APARTMENTS, LLC",604 794 783,1486848,"660 NEWPORT CENTER DR STE 1300, NEWPORT BEACH, CA, 92660-6492, UNITED STATES",Withdrawn,True,False,False,
FSC LAKE CITY ASSOCIATES LLC,"FSC LAKE CITY ASSOCIATES, LLC",603 222 827,715092,"12500 -12520 LAKE CITY WAY, SEATTLE, WA, 98125-0000, UNITED STATES",Active,False,False,False,
DPE INVESTMENTS LLC,"DPE INVESTMENTS, LLC",602 114 682,659220,,,False,True,True,
ROOSEVELT PARK APARTMENTS LLC,ROOSEVELT PARK APARTMENTS LIMITED PARTNERSHIP,602 921 425,944112,,,False,True,True,
ROOSEVELT PARK APARTMENTS LLC,"ROOSEVELT PARK APARTMENTS, LLC",602 921 425,944112,"12537 15TH AVE NE STE 204, SEATTLE, WA, 98125, UNITED STATES",Active,False,True,True,
ROOSEVELT SQUARE APARTMENTS LLC,"ROOSEVELT SQUARE APARTMENTS, LLC",603 252 360,952448,"1800 WESTLAKE NORTH, SUITE 305, SEATTLE, WA, 98109, UNITED STATES",Active,False,False,False,
MULLALLY FAMILY LLC,MULLALLY FAMILY L.L.C.,602 421 895,1134854,"2825 EASTLAKE AVE E, SUITE 250, SEATTLE, WA, 98102-3013, UNITED STATES",Active,False,False,False,
MULLALLY & SON INVESTORS LLC,"MULLALLY & SON INVESTORS, L.L.C.",602 265 734,340479,"2825 EASTLAKE AVE E, SUITE 250, SEATTLE, WA, 98102-3013, UNITED STATES",Active,False,False,False,
PLAZA 15 LLC,PLAZA 15 L.L.C.,602 211 527,378941,"2825 EASTLAKE AVE E STE 250, SEATTLE, WA, 98102-3013, UNITED STATES",Active,False,False,False,
MIKE AND LISA KELLEY LLC,"MIKE AND LISA KELLEY, L.L.C.",602 479 550,333155,"1526 NE 143RD ST, SEATTLE, WA, 98125-3239, UNITED STATES",Active,False,False,False,
MILLS EVANSTON LLC,"MILLS EVANSTON, LLC",602 157 379,847828,"11002 35TH AVE NE, SEATTLE, WA, 98125-6800, UNITED STATES",Active,False,False,False,
12040 28TH AVENUE LLC,"12040 28TH AVENUE, LLC",603 509 282,2066,"6043 TAMPA AVE STE 101A, TARZANA, CA, 91356-1194, UNITED STATES",Active,False,False,False,
WILLOWS COURT LLC,"WILLOWS COURT, L.L.C.",602 046 142,331604,"219 E GARFIELD ST STE 600, SEATTLE, WA, 98102-3785, UNITED STATES",Active,False,False,False,
HAYRE PROPERTIES LLC,"HAYRE PROPERTIES, LLC",601 990 866,248293,"16116 BEACH DR NE, LK FOREST PK, WA, 98155-6708, UNITED STATES",Active,False,False,False,
INVESTMENTS LLC,"INVESTMENTS, LLC",604 173 779,759858,"98 BIRDSEYE VIEW, WALLA WALLA, WA, 99362-8003, UNITED STATES",Active,False,False,False,
PILAT LLC,"PILAT, LLC",602 227 679,936207,"12544 15TH AVE NE APT 101, SEATTLE, WA, 98125-4129, UNITED STATES",Active,False,False,False,
RH ROOSEVELT RIDGE LIMITED LIABILITY COMPANY,RH ROOSEVELT RIDGE LLC,602 558 775,398361,"325 118TH AVE SE, SUITE 209, BELLEVUE, WA, 98005-3539, UNITED STATES",Active,False,False,False,
MGRE 10522 LCW LLC,"MGRE 10522 LCW, LLC",603 290 247,820084,"10522 LAKE CITY WAY NE, SEATTLE, WA, 98125-7765, UNITED STATES",Active,False,False,False,
PINEHURST LLC,PINEHURST L.L.C.,602 172 356,400022,"2825 EASTLAKE AVE E, SUITE 250, SEATTLE, WA, 98102-3013, UNITED STATES",Active,False,False,False,
RIVIERA NORTHGATE APARTMENTS LLC,"RIVIERA NORTHGATE APARTMENTS, LLC",602 491 438,1145795,"12537 15TH AVE NE STE 204, SEATTLE, WA, 98125-3979, UNITED STATES",Active,False,False,False,
WHITE HEATHER APARTMENTS LLC,"WHITE HEATHER APARTMENTS, LLC",601 877 328,1024751,"1231 NW 121ST ST, SEATTLE, WA, 98177-4638, UNITED STATES",Active,False,False,False,
JK COMMERCIAL PROPERTIES LLC,"JK COMMERCIAL PROPERTIES, LLC",602 922 553,794707,"4220 22ND AVE W, SEATTLE, WA, 98199, UNITED STATES",Active,False,False,False,
PRM PROPERTY MANAGEMENT LLC,"PRM PROPERTY MANAGEMENT, L.L.C.",602 358 485,392802,"407 34TH AVE APT 1, SEATTLE, WA, 98122-6417, UNITED STATES",Delinquent,False,False,False,
CASA LADARO LLC,"CASA LADARO, LLC",602 578 613,598540,"117 E LOUISA ST # 185, SEATTLE, WA, 98102-3203, UNITED STATES",Active,False,False,False,
MAGNOLIA CRESTVIEW LLC,"MAGNOLIA CRESTVIEW, LLC",602 942 449,803377,"2710 W MANOR PL APT 103, SEATTLE, WA, 98199-2060, UNITED STATES",Active,False,False,False,
MAGNOLIA VISTA-MANOR LLC,"MAGNOLIA VISTA-MANOR, LLC",602 942 453,845222,"2710 W MANOR PL # 103, SEATTLE, WA, 98199, UNITED STATES",Active,False,False,False,
MANOR PLACE LLC,"MANOR PLACE, LLC",602 935 165,317216,"2410 W MANOR PL, SEATTLE, WA, 98199-2021, UNITED STATES",Active,False,False,False,
WWJB LLC,"WWJB, LLC",602 647 926,1091097,"12427 232ND TER NE, REDMOND, WA, 98053-5630, UNITED STATES",Active,False,False,False,
TEMPO APARTMENTS LLC,"TEMPO APARTMENTS, LLC",602 284 636,467147,"2015 W DRAVUS ST STE 103, SEATTLE, WA, 98199-4600, UNITED STATES",Active,False,False,False,
KDLODI LLC,"KDLODI, LLC",602 943 271,301296,"2024 NW BLUE RIDGE DR, SEATTLE, WA, 98177-5428, UNITED STATES",Active,False,False,False,
COMMODORE WAY LLC,"COMMODORE WAY, LLC",602 507 042,633061,"3026 44TH AVE W, SEATTLE, WA, 98199, UNITED STATES",Active,False,False,False,
SALMON BAY INVESTMENT GROUP LLC,"SALMON BAY INVESTMENT GROUP, LLC",603 191 831,409869,"2001 W GARFIELD ST, BLDG A-1, C107, TERMINAL 91, SEATTLE, WA, 98119, UNITED STATES",Active,False,False,False,
FRMC LLC,"FRMC, LLC",602 966 987,174300,"9737 HOLMAN RD NW, SEATTLE, WA, 98117-2042, UNITED STATES",Active,False,False,False,
DEAN QOZBP LLC,"DEAN QOZBP, LLC",604 456 876,1282593,"1833 PARKSIDE DR E, SEATTLE, WA, 98112-3722, UNITED STATES",Active,False,False,False,
METROPOLE HILLTOP LLC,"METROPOLE HILLTOP, LLC",604 784 211,1474602,"8451 SE 68TH ST STE 200, MERCER ISLAND, WA, 98040-5240, UNITED STATES",Active,False,False,False,
BELL FUND VII JACKSON STREET LLC,"BELL FUND VII JACKSON STREET, LLC",604 686 047,1414221,"300 N. GREENE ST, SUITE 1000, GREENSBORO, NC, 27401, UNITED STATES",Active,False,False,False,
DAY 31 LLC,"DAY 31, LLC",603 231 381,645773,"1367 31ST AVE S, SEATTLE, WA, 98144-3946, UNITED STATES",Active,False,False,False,
PATHFINDER SEATTLE HOLDINGS LLC,"PATHFINDER SEATTLE HOLDINGS, LLC",604 769 753,1468435,"4225 EXECUTIVE SQ STE 100, LA JOLLA, CA, 92037-1483, UNITED STATES",Active,False,False,False,
LESCHI HEIGHTS LLC,"LESCHI HEIGHTS, LLC",602 188 117,833504,"2900 S KING ST, APARTMENT B, SEATTLE, WA, 98144-2526, UNITED STATES",Active,False,False,False,
CENTURY HOUSE ASSOCIATES LLC,"CENTURY HOUSE ASSOCIATES, LIMITED LIABILITY COMPANY",602 274 013,603468,"4554 CALIFORNIA AVE SW, SEATTLE, WA, 98116-4111, UNITED STATES",Active,False,False,False,
WESTVIEW ON BEACON HILL LLP,"WESTVIEW ON BEACON HILL, LLP",602 581 677,520694,"401 2ND AVE S #200, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False,
2001 PLUM LLC,"2001 PLUM, L.L.C.",602 742 605,3792,"2001 PLUM ST, SEATTLE, WA, 98144, UNITED STATES",Active,False,False,False,
IFO & ASSOCIATES LLC,"IFO & ASSOCIATES, LLC",602 811 024,751302,"9416 MARTIN LUTHER KING JR WAY S, SEATTLE, WA, 98118-5418, UNITED STATES",Active,False,False,False,
1130 RAINIER PROPERTIES LLC,"1130 RAINIER PROPERTIES, LLC",604 913 264,1560500,"159 S JACKSON ST STE 300, SEATTLE, WA, 98104-4435, UNITED STATES",Active,False,False,False,
MADISONIAN MANAGER LLC,"MADISONIAN MANAGER, LLC",602 710 706,312818,"1421 34TH AVE, SUITE 300, SEATTLE, WA, 98122-3333, UNITED STATES",Active,False,False,False,
JORVE INVESTMENTS LLC,"JORVE INVESTMENTS, LLC",601 876 730,271495,"1564 SAN JUAN DR, FRIDAY HARBOR, WA, 98250-6987, UNITED STATES",Active,False,False,False,
WEST SEATTLE APARTMENTS & HOMES LLC,"WEST SEATTLE APARTMENTS & HOMES, LLC",603 234 438,1022391,"9345 FAUNTLEROY WAY SW, SEATTLE, WA, 98136, UNITED STATES",Active,False,False,False,
HALCYON APARTMENTS LLC,"HALCYON APARTMENTS, LLC",604 542 182,1395401,"25505 SE ISSAQUAH FALL CITY RD, ISSAQUAH, WA, 98029-5749, UNITED STATES",Active,False,False,False,
6312 CALIFORNIA AVENUE LLC,"6312 CALIFORNIA AVENUE, LLC",604 443 551,1277352,"6043 TAMPA AVE STE 101A, TARZANA, CA, 91356-1194, UNITED STATES",Active,False,False,False,
2520 AIRPORT WAY S LLC,"2520 AIRPORT WAY S, LLC",604 682 152,1409948,"2005 AIRPORT WAY S, SEATTLE, WA, 98134-1602, UNITED STATES",Active,False,False,False,
WSA PROPERTIES VI LLC,"WSA PROPERTIES VI, LLC",603 192 032,576510,"1 MARKET ST STE 2625, SAN FRANCISCO, CA, 94105-1417, UNITED STATES",Active,True,False,False,
ACES FOUR LLC,"ACES FOUR, LLC",602 742 675,19843,"14737 NE 87TH ST, REDMOND, WA, 98052-6500, UNITED STATES",Active,False,False,False,
ELEVATE PROPCO XII LLC,"ELEVATE PROPCO XII, LLC",604 751 952,1456401,"301 COMMERCE ST STE 3300, FORT WORTH, TX, 76102-4133, UNITED STATES",Active,True,False,False,
WSA PROPERTIES XI LLC,"WSA PROPERTIES XI, LLC",604 024 287,1163469,"1 MARKET ST STE 2625, SAN FRANCISCO, CA, 94105-1417, UNITED STATES",Active,True,False,False,
EAST MARGINAL INDUSTRIAL LLC,"EAST MARGINAL INDUSTRIAL, LLC",603 316 664,655154,"7 GIRALDA FARMS, MADISON, NJ, 07940-1051, UNITED STATES",Active,False,False,False,
DAKOTA ASSOCIATES LLC,"DAKOTA ASSOCIATES, LLC",604 374 528,1245913,"2030 DEXTER AVE N UNIT 400, SEATTLE, WA, 98109-2754, UNITED STATES",Active,False,False,False,
4800 DENVER LLC,"4800 DENVER, LLC",602 656 579,161307,"5005 3RD AVE S, SEATTLE, WA, 98134-2423, UNITED STATES",Active,False,False,False,
WSA PROPERTIES II LLC,"WSA PROPERTIES II, LLC",603 192 022,1057528,"1 MARKET ST STE 2625, SAN FRANCISCO, CA, 94105-1417, UNITED STATES",Active,True,False,False,
A2A LLC,"A2A, L.L.C.",603 090 222,11401,"2710 1ST AVE S STE 100, SEATTLE, WA, 98134-1831, UNITED STATES",Active,False,False,False,
BOTTLEWORKS III LLC,"BOTTLEWORKS III, LLC",602 735 096,592410,"3434 4TH AVE S, SEATTLE, WA, 98134-1905, UNITED STATES",Active,False,False,False,
TA REALTY VALUE-ADD FUND XIII REIT LLC,"TA REALTY VALUE-ADD FUND XIII REIT, LLC",604 945 388,1584732,"1 FEDERAL ST FL 17, BOSTON, MA, 02110-2003, UNITED STATES",Active,False,False,False,
2440 FIRST AVENUE SOUTH II LP,"2440 FIRST AVENUE SOUTH II, LP",604 737 625,1444597,"270 S HANFORD ST STE 100, SEATTLE, WA, 98134-1838, UNITED STATES",Active,False,False,False,
WAREHOUSE INNOVATIONS LLC,"WAREHOUSE INNOVATIONS, LLC",604 132 863,1052320,"3419 11TH AVE SW, SEATTLE, WA, 98134-1007, UNITED STATES",Active,False,False,False,
TUALATIN-LAKE OSWEGO LLC,"TUALATIN-LAKE OSWEGO, LLC",604 345 280,1241500,"1919 NW 19TH AVE, PORTLAND, OR, 97209-1735, UNITED STATES",Active,False,False,False,
6TH & HOLGATE BUILDING LLC,"6TH & HOLGATE BUILDING, LLC",602 415 152,213285,"1930 6TH AVE S, SEATTLE, WA, 98134-1620, UNITED STATES",Active,False,False,False,
WSA PROPERTIES LLC,"WSA PROPERTIES, LLC",603 161 556,1057529,"1 MARKET ST STE 2625, SAN FRANCISCO, CA, 94105-1417, UNITED STATES",Active,True,False,False,
TERRENO 1ST AVENUE SOUTH LLC,"TERRENO 1ST AVENUE SOUTH, LLC",604 227 204,1185716,"101 MONTGOMERY STREET, SUITE 200, SAN FRANCISCO, CA, 94104, UNITED STATES",Active,False,False,False,
OB SODO PROPERTIES V LLC,"OB SODO PROPERTIES V, LLC",603 164 209,355323,"101 116TH AVE SE, BELLEVUE, WA, 98004-6408, UNITED STATES",Active,True,False,False,
FNR 4XXX LLC,"FNR 4XXX, LLC",604 866 152,1534900,"600 UNIVERSITY ST, SUITE 2310, SEATTLE, WA, 98101-4112, UNITED STATES",Active,False,False,False,
VIC AND JACK LLC,"VIC AND JACK, LLC",602 124 836,1049258,"8451 SE 68TH ST STE 200, MERCER ISLAND, WA, 98040-5240, UNITED STATES",Active,False,False,False,
WES 2233 LLC,"WES 2233, LLC",603 411 881,328190,"2201 6TH AVE S, SEATTLE, WA, 98134-2060, UNITED STATES",Active,False,False,False,
SC SEATTLE RE LLC,"SC SEATTLE RE, LLC",604 332 359,1234750,"1611 SPRING GATE LN, LAS VEGAS, NV, 89134-6201, UNITED STATES",Active,False,False,False,
BASCOM MANDARIN SEATTLE LLC,"BASCOM MANDARIN SEATTLE, LLC",602 587 656,562621,"44 MONTGOMERY ST, STE 610, SAN FRANCISCO, CA, 94104-4608, UNITED STATES",Active,False,False,False,
SOUTH FOREST LLC,"SOUTH FOREST, LLC",602 346 734,279687,"2030 DEXTER AVE N UNIT 400, SEATTLE, WA, 98109-2754, UNITED STATES",Active,False,False,False,
RS KOHLS PROPERTIES LLC,"RS KOHLS PROPERTIES, LLC",602 477 109,262035,"1420 5TH AVE STE 3400, SEATTLE, WA, 98101-4010, UNITED STATES",Active,True,False,False,
SWIND 2424 8TH AVENUE POINT LLC,"SWIND 2424 8TH AVENUE POINT, LLC",604 811 850,1495363,"11150 SANTA MONICA BLVD STE 700, LOS ANGELES, CA, 90025-3331, UNITED STATES",Active,False,False,False,
TRIPLE B VENTURES LLC,"TRIPLE B VENTURES, LLC",604 523 492,1389329,"4103 2ND AVE S, SEATTLE, WA, 98134-2305, UNITED STATES",Active,False,False,False,
JMDH REAL ESTATE OF SEATTLE LLC,"JMDH REAL ESTATE OF SEATTLE, LLC",602 877 236,173793,"1710 WHITESTONE EXPY, WHITESTONE, NY, 11357-3054, UNITED STATES",Active,False,False,False,
SODO HOLGATE CENTER LLC,"SODO HOLGATE CENTER, LLC",603 415 539,991029,"1737 & 1751 AIRPORT WAY SOUTH, SEATTLE, WA, 98134, UNITED STATES",Active,False,False,False,
SIC RP LLC,"SIC RP, LLC",604 204 242,1171633,"11400 SE 8TH ST, SUITE 230, BELLEVUE, WA, 98004-6445, UNITED STATES",Active,False,False,False,
BOSTON HARBOR LLC,"BOSTON HARBOR, LLC",602 639 327,1100831,"6626 TACOMA MALL BLVD STE B, TACOMA, WA, 98409-9002, UNITED STATES",Active,False,False,False,
