,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OSEBuildingID,BuildingName,BuildingType,Type_of_Bulding,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,Total_sqft,percent_sqft_1st,percent_sqft_2nd,percent_sqft_3rd,LargestPropertyUseType,LargestPropertyUseType OSE,LargestPropertyUseTypeGFA,LargestPropertyUseTypeGFA Analysis,SecondLargestPropertyUseType,SecondLargestPropertyUseType OSE,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA Analysis,ThirdLargestPropertyUseType,ThirdLargestPropertyUseType OSE,ThirdLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA Analysis,Electricity(kBtu),Steam(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,Total_GFA,sq_ft_classification
407,407,407,407,577,NORTHWAY WEST BUILDING,NonResidential,NonResidential,86483,86483,0,86483,1.0,0.0,0.0,Office,Office,86483,86483,Parking,,0,0,,,0,0,6248440,0,0,38.5,0.4,86483,C
408,408,408,408,578,PACIFIC PLUMBING SUPPLY,NonResidential,NonResidential,51600,51600,0,51600,0.67,0.33,0.0,Distribution Center,Non-Refrigerated Warehouse,34400,34400,Office,Office,17200,17200,,,0,0,0,0,434603,23.1,0.4,51600,C
409,409,409,409,579,JONES STEVEDORING,NonResidential,NonResidential,140520,140520,0,140520,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,140520,140520,,,0,0,,,0,0,1303824,0,1058738,64.3,0.5,140520,B
410,410,410,410,580,PEMCO,NonResidential,NonResidential,154029,91649,62380,91649,1.0,0.0,0.0,Office,Office,91649,91649,Parking,,62380,0,,,0,0,4541560,0,613730,60.6,0.7,154029,B
411,411,411,411,581,MERIDIAN MEDICAL PAVILION,NonResidential,NonResidential,161789,69854,91935,69712,1.0,0.0,0.0,Medical Office,Office,69712,69712,,,0,0,,,0,0,5538580,0,373,34.2,0.5,69712,C
412,412,412,412,582,MCMURRAY MEDICAL BUILDING,NonResidential,NonResidential,63909,63909,0,60437,1.0,0.0,0.0,Medical Office,Office,60437,60437,,,0,0,,,0,0,4357868,0,0,26.9,0.4,60437,C
413,413,413,413,583,IRON MOUNTAIN,NonResidential,NonResidential,53472,53472,0,56879,0.82,0.18,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,46846,46846,Office,Office,10033,10033,,,0,0,324449,0,134251,9.1,0.2,56879,C
414,414,414,414,584,424 S CLOVERDALE ST,NonResidential,NonResidential,50417,50417,0,50417,1.0,0.0,0.0,Distribution Center,Non-Refrigerated Warehouse,50417,50417,,,0,0,,,0,0,1355479,0,0,8.4,0.2,50417,C
415,415,415,415,585,NORTHWEST OUTPATIENT MEDICAL CENTER,NonResidential,NonResidential,133298,133298,0,133298,1.0,0.0,0.0,Medical Office,Office,133298,133298,,,0,0,,,0,0,11086294,0,6740198,426.3,3.2,133298,B
416,416,416,416,588,1616 EASTLAKE BUILDING,NonResidential,NonResidential,281306,167988,113318,168000,0.0,0.5,0.5,Parking,,96939,0,Laboratory,Laboratory,84000,84000,Office,Office,84000,84000,27032007,0,21250469,1295.3,7.7,264939,B
417,417,417,417,589,MERCER/YALE BLDG - 1260 MERCER,NonResidential,NonResidential,175885,104500,71385,103970,1.0,0.0,0.0,Office,Office,103970,103970,Parking,,71390,0,,,0,0,6206834,0,0,38.3,0.4,175360,B
418,418,418,418,590,4727 BUILDING,NonResidential,NonResidential,104786,104786,0,104786,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,104786,104786,,,0,0,,,0,0,292571,0,152896,9.9,0.1,104786,B
419,419,419,419,592,CENTURYLINK: SEATTLE 1ST AVE GARAGE,NonResidential,NonResidential,53040,11440,41600,51427,1.0,0.0,0.0,Other,Other,51427,51427,,,0,0,,,0,0,818800,0,770208,46.0,4.0,51427,C
420,420,420,420,595,McKinstry 220 South Dawson,NonResidential,NonResidential,53620,53620,0,53620,1.0,0.0,0.0,Office,Office,53620,53620,,,0,0,,,0,0,1825040,0,809067,54.2,1.0,53620,C
421,421,421,421,596,IRIDIO - (OLD WESTERN CARTAGE),NonResidential,NonResidential,50008,50008,0,50008,1.0,0.0,0.0,Office,Office,50008,50008,,,0,0,,,0,0,1280146,0,776348,49.1,1.0,50008,C
422,422,422,422,597,635 ELLIOTT - SOUTH BUILDING,NonResidential,NonResidential,291176,191000,100176,186258,1.0,0.0,0.0,Office,Office,186258,186258,Parking,,120618,0,,,0,0,7175477,0,302710,60.3,0.3,306876,B
423,423,423,423,598,CASCADE DESIGNS INC (Baja),NonResidential,NonResidential,50832,50832,0,50832,0.86,0.14,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43920,43920,Office,Office,6912,6912,,,0,0,1303393,0,1489005,87.1,1.7,50832,C
424,424,424,424,599,Uwajimaya (Seattle 5),NonResidential,NonResidential,76354,76354,0,76486,1.0,0.0,0.0,Refrigerated Warehouse,Refrigerated Warehouse,76486,76486,,,0,0,,,0,0,2619724,0,248365,29.3,0.4,76486,C
425,425,425,425,600,MERLINO FOODS,NonResidential,NonResidential,98480,98480,0,98480,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98480,98480,,,0,0,,,0,0,2332324,0,0,14.4,0.1,98480,B
427,427,427,427,602,GILEAD SCIENCES BLDG. (ALEXANDRIA R.E.)  ECON. UNI,NonResidential,NonResidential,175918,116191,59727,117559,0.67,0.0,0.33,Office,Office,78373,78373,Parking,,54514,0,Laboratory,Laboratory,39186,39186,12661096,0,12343673,733.6,6.3,172073,B
428,428,428,428,603,1201 EASTLAKE AVE E (ZymoGenetics),NonResidential,NonResidential,169785,106003,63782,106003,1.0,0.0,0.0,Laboratory,Laboratory,106003,106003,,,0,0,,,0,0,5644748,0,1078378,92.1,0.9,106003,B
429,429,429,429,604,AGC BUILDING & BANK,NonResidential,NonResidential,124721,124721,0,124721,0.99,0.0,0.01,Office,Office,123194,123194,Parking,,12000,0,Food Service,Restaurant,1527,1527,6485236,0,4606761,284.6,2.3,136721,B
430,430,430,430,605,LAKE UNION BUILDING & YACHT HARBOR MARINA OFFICE BUILDING,NonResidential,NonResidential,94002,94002,0,98536,1.0,0.0,0.0,Office,Office,98536,98536,Parking,,31348,0,,,0,0,6400963,0,0,39.5,0.4,129884,B
431,431,431,431,606,NWCP BLDG U,NonResidential,NonResidential,93020,93020,0,93020,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,93020,93020,,,0,0,,,0,0,900970,0,1736848,97.8,1.1,93020,B
432,432,432,432,607,SAFEWAY 1965,NonResidential,NonResidential,61053,61053,0,54434,1.0,0.0,0.0,Supermarket/Grocery Store,Supermarket/Grocery Store,54434,54434,Parking,,0,0,,,0,0,7051935,0,5059360,312.2,5.1,54434,C
433,433,433,433,608,MERRILL PLACE HAMBACH - SELLER BUILDING,NonResidential,NonResidential,228796,228796,0,228796,1.0,0.0,0.0,Office,Office,228796,228796,,,0,0,,,0,0,8270773,0,828450,95.0,0.4,228796,A
434,434,434,434,609,HERITAGE BUILDING,NonResidential,NonResidential,78920,78920,0,78564,0.9,0.1,0.0,Office,Office,70599,70599,Social/Meeting Hall,Entertainment/Public Assembly,7965,7965,,,0,0,2374529,0,0,14.6,0.2,78564,C
435,435,435,435,611,WESTLAND BUILDING-DSHS,NonResidential,NonResidential,73260,73260,0,63871,1.0,0.0,0.0,Office,Office,63871,63871,,,0,0,,,0,0,3273774,0,0,20.2,0.3,63871,C
436,436,436,436,612,GLOBE BUILDING,NonResidential,NonResidential,69817,69817,0,60686,0.57,0.43,0.0,Office,Office,34647,34647,Retail Store,Retail Store,26039,26039,,,0,0,1235725,855795,306416,69.4,1.0,60686,C
437,437,437,437,613,GRAND CENTRAL BUILDING,NonResidential,NonResidential,84750,84750,0,70343,0.59,0.41,0.0,Office,Office,41609,41609,Enclosed Mall,Retail Store,28734,28734,,,0,0,1867866,0,301923,27.5,0.3,70343,C
438,438,438,438,614,INTERURBAN BUILDING (OLD SMITH TOWER ANNEX BUILDING),NonResidential,NonResidential,75496,62176,13320,60942,0.76,0.15,0.09,Office,Office,46514,46514,Restaurant,Restaurant,9126,9126,Retail Store,Retail Store,5302,5302,3395079,0,0,20.9,0.3,60942,C
439,439,439,439,615,OCCIDENTAL MALL,NonResidential,NonResidential,164380,164380,0,144402,0.86,0.14,0.0,Office,Office,123607,123607,Retail Store,Retail Store,20795,20795,,,0,0,5536284,492429,1205049,124.3,0.8,144402,B
440,440,440,440,616,COURT IN THE SQUARE (Goldsmith & Northcoast),NonResidential,NonResidential,160580,160580,0,160580,0.92,0.08,0.0,Office,Office,147744,147744,Other - Restaurant/Bar,Restaurant,12836,12836,,,0,0,6817173,657593,837792,121.5,0.8,160580,B
442,442,442,442,618,PREFONTAINE BUILDING,NonResidential,NonResidential,73470,73470,0,66362,0.71,0.14,0.14,Office,Office,47408,47408,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,9477,9477,Retail Store,Retail Store,9477,9477,3162128,0,0,19.5,0.3,66362,C
443,443,443,443,619,KING STREET STATION-BNRR/AMTRAK,Nonresidential COS,NonResidential,67755,67755,0,65340,0.51,0.3,0.18,Other,Other,33647,33647,Office,Office,19705,19705,Other - Entertainment/Public Assembly,Entertainment/Public Assembly,11988,11988,2524903,0,0,15.6,0.2,65340,C
444,444,444,444,620,PACIFIC OFFICE AUTOMATION (ROMAC INDUSTRIES WHSE),NonResidential,NonResidential,56700,56700,0,56700,0.46,0.32,0.22,Office,Office,26250,26250,Distribution Center,Non-Refrigerated Warehouse,18050,18050,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,12400,12400,1739412,0,623610,43.8,0.8,56700,C
445,445,445,445,622,PACIFIC GALLERIES ANTIQUE MALL,NonResidential,NonResidential,76442,76442,0,101708,0.75,0.18,0.07,Retail Store,Retail Store,76104,76104,Distribution Center,Non-Refrigerated Warehouse,18000,18000,Office,Office,7604,7604,1339561,0,1970033,112.9,1.5,101708,B
446,446,446,446,623,HULLIN TRANSFER BUILDING,NonResidential,NonResidential,92792,92792,0,98778,0.86,0.14,0.0,Distribution Center,Non-Refrigerated Warehouse,85343,85343,Office,Office,13435,13435,,,0,0,2141739,0,1668560,101.8,1.1,98778,B
447,447,447,447,624,OCCIDENTAL WAREHOUSE,NonResidential,NonResidential,125519,125519,0,142901,1.0,0.0,0.0,Manufacturing/Industrial Plant,Other,142901,142901,,,0,0,,,0,0,1824603,0,0,11.2,0.1,142901,B
448,448,448,448,625,2200 1ST AVE S,NonResidential,NonResidential,129000,103200,25800,106496,1.0,0.0,0.0,Office,Office,106496,106496,Parking,,25800,0,,,0,0,4517781,0,0,27.8,0.3,132296,B
449,449,449,449,626,UNITED WAREHOUSE CO,NonResidential,NonResidential,78814,78814,0,78814,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,78814,78814,,,0,0,,,0,0,760741,0,7521,5.1,0.1,78814,C
451,451,451,451,628,PALMER BLDG,NonResidential,NonResidential,75600,64800,10800,61540,0.83,0.17,0.0,Distribution Center,Non-Refrigerated Warehouse,51040,51040,Office,Office,10500,10500,Parking,,6000,0,2654053,0,0,16.4,0.3,67540,C
452,452,452,452,629,1016 1ST AVE BLDG,NonResidential,NonResidential,47000,47000,0,53270,0.75,0.17,0.08,Distribution Center,Non-Refrigerated Warehouse,39884,39884,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,9270,9270,Office,Office,4116,4116,1018795,0,0,6.3,0.1,53270,C
453,453,453,453,630,THE REEDO BUILDING,NonResidential,NonResidential,66842,66842,0,53636,0.8,0.2,0.0,Office,Office,43122,43122,Retail Store,Retail Store,10514,10514,,,0,0,3011980,0,2617113,157.6,2.4,53636,C
454,454,454,454,631,NORDIC COLD STORAGE COMPANY,NonResidential,NonResidential,83400,83400,0,83400,1.0,0.0,0.0,Other,Other,83400,83400,,,0,0,,,0,0,1262215,0,0,7.8,0.1,83400,C
455,455,455,455,632,PROVIDENT BUILDING,NonResidential,NonResidential,75288,64488,10800,65508,1.0,0.0,0.0,Office,Office,65508,65508,Parking,,10918,0,,,0,0,2853651,0,2374,17.7,0.3,76426,C
456,456,456,456,633,83 KING STREET,NonResidential,NonResidential,204504,204504,0,200608,1.0,0.0,0.0,Office,Office,200608,200608,Data Center,,0,0,,,0,0,7002069,0,0,43.2,0.2,200608,B
457,457,457,457,634,505 FIRST AVENUE BUILDING,NonResidential,NonResidential,443509,285914,157595,313781,0.98,0.0,0.02,Office,Office,308286,308286,Parking,,150180,0,Retail Store,Retail Store,5495,5495,24287397,0,93874,154.7,0.5,463961,A
458,458,458,458,635,1201 BUILDING,NonResidential,NonResidential,64512,64512,0,63000,1.0,0.0,0.0,Office,Office,63000,63000,,,0,0,,,0,0,3240684,0,3058512,182.4,2.8,63000,C
459,459,459,459,637,STADIUM INNOVATION CENTER,NonResidential,NonResidential,286000,174226,111774,158018,0.0,0.69,0.31,Parking,,111774,0,Office,Office,108747,108747,Other,Other,49271,49271,52595332,0,2355,324.3,1.9,269792,B
460,460,460,460,638,OUTDOOR RESEARCH,NonResidential,NonResidential,144050,144050,0,140842,0.54,0.24,0.22,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,76258,76258,Manufacturing/Industrial Plant,Other,34164,34164,Office,Office,30420,30420,2703163,0,1828126,113.8,0.8,140842,B
461,461,461,461,639,GREEN ROOM,NonResidential,NonResidential,60592,60592,0,60384,1.0,0.0,0.0,Office,Office,60384,60384,,,0,0,,,0,0,5065414,0,220085,42.9,0.7,60384,C
462,462,462,462,640,STARBUCKS (SODO) CENTER - Campus,Campus,Campus,1750319,1750319,0,1750319,0.71,0.16,0.13,Office,Office,1248720,1248720,Retail Store,Retail Store,281296,281296,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,220303,220303,75272507,0,7301583,851.8,0.5,1750319,A
463,463,463,463,641,HOME DEPOT - Sodo,NonResidential,NonResidential,107930,107930,0,107704,1.0,0.0,0.0,Retail Store,Retail Store,107704,107704,,,0,0,,,0,0,3744755,0,2396715,150.4,1.4,107704,B
465,465,465,465,647,FERGUSON,NonResidential,NonResidential,72719,72719,0,72719,1.0,0.0,0.0,Distribution Center,Non-Refrigerated Warehouse,72719,72719,,,0,0,,,0,0,1725452,0,531614,38.9,0.5,72719,C
466,466,466,466,649,IMMIGRATION SERVICE BUILDING,NonResidential,NonResidential,76624,76624,0,76624,1.0,0.0,0.0,Office,Office,76624,76624,,,0,0,,,0,0,2832280,0,312335,34.0,0.4,76624,C
467,467,467,467,650,45TH STREET PLAZA,NonResidential,NonResidential,91706,55123,36583,57005,0.93,0.0,0.07,Office,Office,53281,53281,Parking,,34701,0,Other,Other,3724,3724,6240063,0,0,38.5,0.7,91706,C
468,468,468,468,651,BIOMED FAIRVIEW RESEARCH CENTER,NonResidential,NonResidential,129093,89191,39902,89191,0.65,0.0,0.35,Laboratory,Laboratory,57802,57802,Parking,,39902,0,Office,Office,31389,31389,11233328,0,7951466,491.6,5.5,129093,C
469,469,469,469,652,WEST SEATTLE CORPORATE CENTER,NonResidential,NonResidential,138106,121885,16221,121885,1.0,0.0,0.0,Office,Office,121885,121885,Parking,,16221,0,,,0,0,7901428,0,0,48.7,0.4,138106,B
470,470,470,470,654,AIRPORT WAY SOUTH,NonResidential,NonResidential,56572,56572,0,56576,1.0,0.0,0.0,Retail Store,Retail Store,56576,56576,,,0,0,,,0,0,1274852,0,1261608,74.9,1.3,56576,C
471,471,471,471,655,TASHIRO-KAPLAN BUILDING CONDO/MIXED USE,Multifamily MR (5-9),Multifamily,117950,106740,11210,106740,0.63,0.37,0.0,Multifamily Housing,Multifamily Housing,66839,66839,Other - Lodging/Residential,Hotel,39901,39901,Parking,,11210,0,3226557,0,39248,22.0,0.2,117950,B
472,472,472,472,656,ARNOLD PAVILLION,NonResidential,NonResidential,225982,225982,0,200184,1.0,0.0,0.0,Medical Office,Office,200184,200184,,,0,0,,,0,0,13653207,10943588,0,665.9,2.9,200184,B
473,473,473,473,657,2200 WESTLAKE,NonResidential,NonResidential,516407,516407,0,420303,0.0,0.81,0.19,Parking,,385196,0,Multifamily Housing,Multifamily Housing,340236,340236,Hotel,Hotel,80067,80067,27852364,0,11894904,803.4,1.6,805499,A
474,474,474,474,658,505 UNION STATION,NonResidential,NonResidential,312512,312512,0,307774,0.99,0.0,0.01,Office,Office,303312,303312,Data Center,,4738,0,Restaurant,Restaurant,4462,4462,21545773,0,169279,141.8,0.5,312512,A
475,475,475,475,659,RUSSELL INVESTMENTS CENTER,NonResidential,NonResidential,1592914,1295457,297457,1228984,0.74,0.0,0.26,Office,Office,903759,903759,Parking,,348788,0,Financial Office,Office,325225,325225,50408888,1975719,9053,416.3,0.3,1577772,A
476,476,476,476,660,1505 5TH AVE,NonResidential,NonResidential,97720,97720,0,85606,0.84,0.16,0.0,Office,Office,71525,71525,Retail Store,Retail Store,14081,14081,Data Center,,12813,0,10311081,0,0,63.6,0.7,98419,C
477,477,477,477,661,NORDSTROM ELMER J MEDICAL TOWER CONDOMINIUM,NonResidential,NonResidential,422503,215923,206580,197408,1.0,0.0,0.0,Medical Office,Office,197408,197408,,,0,0,,,0,0,13469232,528595,0,111.1,0.5,197408,B
478,478,478,478,671,JEFFERSON TOWER,NonResidential,NonResidential,108618,108618,0,113739,1.0,0.0,0.0,Medical Office,Office,113739,113739,,,0,0,,,0,0,5244326,4410512,0,266.8,2.5,113739,B
479,479,479,479,673,HOME DEPOT,NonResidential,NonResidential,94713,94713,0,94713,1.0,0.0,0.0,Retail Store,Retail Store,94713,94713,,,0,0,,,0,0,2531239,0,2712303,159.7,1.7,94713,B
480,480,480,480,674,7TH & MADISON OFFICE BLDG. -(THE POLYCLINIC),NonResidential,NonResidential,302902,201560,101342,201365,1.0,0.0,0.0,Medical Office,Office,201365,201365,Parking,,86270,0,,,0,0,13325617,0,482548,107.8,0.5,287635,B
481,481,481,481,675,HARBORVIEW MEDICAL CENTER - Ninth & Jefferson Bldg,NonResidential,NonResidential,726103,420188,305915,430779,1.0,0.0,0.0,Medical Office,Office,430779,430779,Parking,,259372,0,,,0,0,39748606,16433870,1353,1118.7,2.7,690151,A
483,483,483,483,677,CABRINI MEDICAL TOWER,NonResidential,NonResidential,319911,163504,156407,170727,1.0,0.0,0.0,Medical Office,Office,170727,170727,Parking,,69171,0,,,0,0,10939155,4441118,0,303.5,1.9,239898,B
484,484,484,484,678,COLMAN BUILDING,NonResidential,NonResidential,166975,166975,0,176072,0.81,0.19,0.0,Office,Office,142167,142167,Retail Store,Retail Store,33905,33905,,,0,0,6821711,1933262,2840783,295.7,1.8,176072,B
485,485,485,485,679,MUTUAL LIFE BUILDING,NonResidential,NonResidential,56700,56700,0,56500,0.81,0.19,0.0,Office,Office,46000,46000,Retail Store,Retail Store,10500,10500,,,0,0,3061883,0,0,18.9,0.3,56500,C
486,486,486,486,680,RDA BUILDING,NonResidential,NonResidential,72000,72000,0,72000,1.0,0.0,0.0,Office,Office,72000,72000,,,0,0,,,0,0,2657009,0,90534,21.2,0.3,72000,C
487,487,487,487,681,1633 WESTLAKE BUILDING,NonResidential,NonResidential,191146,96254,94892,100349,1.0,0.0,0.0,Office,Office,100349,100349,Parking,,86931,0,,,0,0,3990576,0,0,24.6,0.3,187280,B
488,488,488,488,682,WEST SEATTLE HEALTH CLUB,NonResidential,NonResidential,68763,57236,11527,56000,1.0,0.0,0.0,Fitness Center/Health Club/Gym,Recreation,56000,56000,Parking,,15000,0,,,0,0,3332843,0,4866814,279.0,4.9,71000,C
489,489,489,489,683,RAINIER SQUARE PLAZA,NonResidential,NonResidential,103255,103255,0,103255,1.0,0.0,0.0,Strip Mall,Retail Store,103255,103255,Parking,,0,0,,,0,0,10529633,0,8139871,497.2,4.8,103255,B
490,490,490,490,684,LEGACY CENTRE & ARBOR PLACE CONDO,Multifamily HR (10+),Multifamily,358176,276497,81679,258282,0.77,0.0,0.23,Multifamily Housing,Multifamily Housing,198911,198911,Parking,,81769,0,Office,Office,59371,59371,8052634,0,4267712,276.3,1.0,340051,A
491,491,491,491,685,818 STEWART,NonResidential,NonResidential,362033,237527,124506,249778,0.98,0.0,0.02,Office,Office,243998,243998,Parking,,97874,0,Bank Branch,Retail Store,5780,5780,12287155,0,70526,79.5,0.3,347652,A
493,493,493,493,688,INTERNATIONAL DISTRICT VILLAGE SQUARE 2,Multifamily MR (5-9),Multifamily,228288,195993,32295,96414,0.83,0.0,0.17,Multifamily Housing,Multifamily Housing,80298,80298,Parking,,29050,0,Other - Entertainment/Public Assembly,Entertainment/Public Assembly,16116,16116,1920912,0,5238989,290.1,1.5,125464,B
494,494,494,494,689,MARKETPLACE AT QUEEN ANNE SHOPPING CENTER,NonResidential,NonResidential,81336,81336,0,81385,1.0,0.0,0.0,Lifestyle Center,Entertainment/Public Assembly,81385,81385,,,0,0,,,0,0,8618879,0,4299042,281.5,3.5,81385,C
495,495,495,495,690,ONE CONVENTION PLACE,NonResidential,NonResidential,538933,454273,84660,350811,1.0,0.0,0.0,Office,Office,350811,350811,Parking,,108325,0,,,0,0,19205029,0,0,118.4,0.3,459136,A
496,496,496,496,691,OLYMPIC TOWER CONDOMINIUMS (OFFICE BLDG; NOT CONDO),NonResidential,NonResidential,99470,88470,11000,88470,0.9,0.0,0.1,Office,Office,79470,79470,Parking,,11000,0,Retail Store,Retail Store,9000,9000,2935422,0,1633104,104.8,1.2,99470,C
497,497,497,497,692,2323 ELLIOTT - PARKING & OFFICE,NonResidential,NonResidential,275982,78852,197130,78852,1.0,0.0,0.0,Office,Office,78852,78852,,,0,0,,,0,0,5054851,0,0,31.2,0.4,78852,C
498,498,498,498,693,QUEEN ANNE SQUARE EAST,NonResidential,NonResidential,98668,98668,0,98668,1.0,0.0,0.0,Office,Office,98668,98668,,,0,0,,,0,0,4294449,0,0,26.5,0.3,98668,B
499,499,499,499,694,Rainier Brewery (Rainier Commons),NonResidential,NonResidential,213696,213696,0,129359,0.62,0.27,0.12,Office,Office,80157,80157,Multifamily Housing,Multifamily Housing,34302,34302,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,14900,14900,5373852,0,1412338,108.1,0.5,129359,B
500,500,500,500,696,SALMON BAY WATERWAY,NonResidential,NonResidential,105100,105100,0,105504,0.73,0.27,0.0,Manufacturing/Industrial Plant,Other,76864,76864,Refrigerated Warehouse,Refrigerated Warehouse,28640,28640,,,0,0,2502593,0,787549,57.3,0.5,105504,B
501,501,501,501,700,WHOLE FOODS INTERBAY,NonResidential,NonResidential,64659,64659,0,60000,0.66,0.25,0.09,Supermarket/Grocery Store,Supermarket/Grocery Store,39500,39500,Retail Store,Retail Store,15000,15000,"Personal Services (Health/Beauty, Dry Cleaning, etc)",Services,5500,5500,0,0,5798137,307.9,4.8,60000,C
503,503,503,503,703,ELLIOTT WEST BLDG 3 - CELL THEREPEUTICS/ADMIN. OFF,NonResidential,NonResidential,165111,110111,55000,110111,1.0,0.0,0.0,Office,Office,110111,110111,Parking,,55000,0,,,0,0,10837266,0,0,66.8,0.6,165111,B
504,504,504,504,704,401 ELLIOTT WEST,NonResidential,NonResidential,129551,87051,42500,87051,1.0,0.0,0.0,Office,Office,87051,87051,Parking,,42500,0,,,0,0,12297298,0,3486,76.0,0.9,129551,C
505,505,505,505,705,CLEAR CHANNEL (ACKERLY)- BLDG 1,NonResidential,NonResidential,159937,103966,55971,106449,1.0,0.0,0.0,Office,Office,106449,106449,Parking,,55971,0,,,0,0,6063346,0,67773,41.0,0.4,162420,B
506,506,506,506,706,333 ELLIOTT,NonResidential,NonResidential,183964,137201,46763,135392,1.0,0.0,0.0,Office,Office,135392,135392,Parking,,41383,0,,,0,0,4553062,0,0,28.1,0.2,176775,B
507,507,507,507,707,SEATTLE POST INTELLIGENCER,NonResidential,NonResidential,208210,129362,78848,109978,1.0,0.0,0.0,Office,Office,109978,109978,Parking,,78848,0,,,0,0,4182784,0,2346457,150.4,1.2,188826,B
508,508,508,508,708,3131 ELLIOTT BLDG,NonResidential,NonResidential,277486,197203,80283,202908,0.93,0.0,0.07,Office,Office,188255,188255,Parking,,74092,0,Other,Other,14653,14653,11531048,0,0,71.1,0.4,277000,B
509,509,509,509,709,PIER 69,NonResidential,NonResidential,187130,187130,0,187337,0.87,0.09,0.04,Office,Office,162616,162616,Transportation Terminal/Station,Entertainment/Public Assembly,17460,17460,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,7261,7261,9612877,0,0,59.3,0.3,187337,B
510,510,510,510,710,WORLD TRADE CENTER NORTH,NonResidential,NonResidential,251044,133177,117867,131867,1.0,0.0,0.0,Office,Office,131867,131867,Data Center,,12302,0,,,0,0,16806427,0,0,103.6,0.8,144169,B
511,511,511,511,711,PUBLIC STORAGE (STORE 8495),NonResidential,NonResidential,95330,95330,0,95330,1.0,0.0,0.0,Self-Storage Facility,Self-Storage Facility,95330,95330,Parking,,0,0,,,0,0,1117229,0,0,6.9,0.1,95330,B
512,512,512,512,712,51 UNIVERSITY (SCHWABACHER BLDG.),NonResidential,NonResidential,108245,93555,14690,78676,0.81,0.19,0.0,Office,Office,64055,64055,Adult Education,Other,14621,14621,Parking,,12359,0,3983428,322099,0,41.7,0.4,91035,C
513,513,513,513,713,NATIONAL BUILDING,NonResidential,NonResidential,167860,167860,0,167860,0.89,0.11,0.0,Office,Office,149581,149581,Retail Store,Retail Store,18279,18279,Data Center,,634,0,6274835,0,0,38.7,0.2,168494,B
514,514,514,514,714,MARITIME BUILDING,NonResidential,NonResidential,241685,211043,30642,223860,1.0,0.0,0.0,Office,Office,223860,223860,Parking,,32335,0,,,0,0,5285410,0,14519,33.4,0.2,256195,A
515,515,515,515,715,POLSON BUILDING,NonResidential,NonResidential,112560,112560,0,100860,1.0,0.0,0.0,Office,Office,100860,100860,Parking,,11700,0,,,0,0,3420445,0,964678,72.3,0.6,112560,B
516,516,516,516,716,WESTERN BUILDING,NonResidential,NonResidential,86204,86204,0,81204,1.0,0.0,0.0,Office,Office,81204,81204,,,0,0,,,0,0,2003754,0,1310514,82.0,1.0,81204,C
517,517,517,517,717,Airport Way Ctr - Bldg C,Nonresidential COS,NonResidential,145158,145158,0,92815,0.57,0.43,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,52671,52671,Office,Office,40144,40144,Parking,,23880,0,5917131,0,865083,82.4,0.6,116695,B
518,518,518,518,718,HOLGATE CENTER,NonResidential,NonResidential,112896,112896,0,112896,1.0,0.0,0.0,Office,Office,112896,112896,Parking,,57500,0,,,0,0,8113736,0,2100779,161.6,1.4,170396,B
519,519,519,519,719,MACMILLAN-PIPER EYRES WAREHOUSE,NonResidential,NonResidential,110613,110613,0,110612,0.9,0.1,0.0,Distribution Center,Non-Refrigerated Warehouse,99551,99551,Office,Office,11061,11061,,,0,0,866008,0,0,5.3,0.0,110612,B
520,520,520,520,720,6TH & HOLGATE BUILDING,NonResidential,NonResidential,149881,149881,0,149881,0.8,0.2,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,119593,119593,Office,Office,30288,30288,,,0,0,931222,0,1846645,103.8,0.7,149881,B
521,521,521,521,722,INDUSTRIAL TRANSFER WHSE,NonResidential,NonResidential,98220,98220,0,129420,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,129420,129420,,,0,0,,,0,0,4676282,0,202790,39.6,0.4,129420,B
