OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,Owner,CouncilDistrictCode,Neighborhood,Units,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions (metric tons),ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity,GHGEmissionsIntensity(kgCO2e/ft2),NaturalGas(kBtu),NaturalGas(therms),Electricity(kBtu),Electricity(kWh),SteamUse(kBtu),OtherFuelUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus,Comments,DefaultData,LegislationPropertyType,CorrectCouncil
261,7883608601,2020,Campus,BOEING SOUTH PARK CAMPUS REPORT,,1,GREATER DUWAMISH,NOT_FOUND,1980,1420 S TRENTON ST,SEATTLE,WA,98108,47.52429,-122.31234,,,Mixed Use Property,609.8,,,137.7,138.8,48626380,48219840,348.5,349.7,,2,,7394700,73947,40825126,11965160,0,,334368,302494,31874,16,2,Office,154100,Laboratory,136588,Other,28303,,No Issue,Compliant,,,Mixed Use Property,
263,8632880000,2020,NonResidential,THORNTON CINEMA BUILDING & PARKING GARAGE,,1,NORTH,NOT_FOUND,2008,301 NE 103RD ST,SEATTLE,WA,98125,47.70281,-122.32532,,,Parking,145.2,,,62,62.9,5565052,5481554,125.5,126.5,,1.6,,2428046,24280,3053508,894932,0,,423569,88460,335109,1,6,Parking,335109,Movie Theater,67074,Medical Office,13567,,No Issue,Compliant,,,Other,
264,8681450000,2020,NonResidential,TRIBECA CONDOS & STORE,,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2002,516 1ST AVE W,SEATTLE,WA,98119,47.6239,-122.35756,,,Supermarket/Grocery Store,41.2,,,52,52.4,7804615,7739457,145.6,146.8,,1,,0,0,7739457,2268305,0,,82061,42882,39179,1,4,Supermarket/Grocery Store,76268,Multifamily Housing,72564,,,,Account Requires Verification,Not Compliant,,,Supermarket/Grocery Store,
265,8729690000,2020,Multifamily MR (5-9),2024 THIRD AVE/YWCA,,7,DOWNTOWN,NOT_FOUND,2003,2024 3RD AVE,SEATTLE,WA,98121,47.61316,-122.34153,,,Multifamily MR (5-9),243,,,70.8,71.8,9022793,8898784,141.2,142.3,,2.1,,4095227,40952,4803557,1407842,0,,116947,116947,0,1,7,Multifamily Housing,81740,Office,27403,Other - Lodging/Residential,12851,,No Issue,Compliant,,,Multifamily Housing,
266,9271000000,2020,Multifamily LR (1-4),WEST SEATTLE COMM. RESOURCE CENTER/FOOD BANK APT/MIXED USE,,1,DELRIDGE NEIGHBORHOODS,34,2007,6500 35TH AVE SW,SEATTLE,WA,98126,47.54448,-122.37603,,,Multifamily LR (1-4),9.4,44,,40.6,41.7,1822248,1776523,113.8,116.7,,0.2,,0,0,1776523,520669,0,,52134,37940,14194,1,4,Multifamily Housing,34890,Parking,14194,Other - Public Services,8816,,No Issue,Compliant,,,Multifamily Housing,
267,6792120000,2020,NonResidential,PINE ST. CONDO-ELLIOTT GRAND HYATT SEATTLE,,1,DOWNTOWN,425,1999,721 PINE ST,SEATTLE,WA,98101,47.61275,-122.3333,,,Hotel,764.9,,,76.1,76.1,41990472,41990472,177.2,177.2,,1.5,,11332905,113329,30657567,8985219,0,,518497,518497,0,1,0,Hotel,495536,Parking,438756,Restaurant,49700,,No Issue,Compliant,,,Hotel,
268,7942600331,2020,Campus,SWEDISH MEDICAL CENTER CHERRY HILL - CAMPUS,JAMES TOWER LLC,3,CENTRAL,NOT_FOUND,1990,500 17TH AVE,SEATTLE,WA,98122,47.60705,-122.30966,,,Hospital (General Medical & Surgical),4805.6,47,,234.2,235.4,141636320,140923312,409,408.2,,8,,84872338,848723,56050971,16427600,0,,597519,597519,0,4,5,Hospital (General Medical & Surgical),601615,Parking,48607,,,,No Issue,Compliant,,,Hospital,
273,7972603210,2020,SPS-District K-12,HIGHLAND PARK SCHOOL (SPS-DISTRICT),,1,DELRIDGE NEIGHBORHOODS,NOT_FOUND,1999,1012 SW TRENTON ST,SEATTLE,WA,98106,47.52518,-122.34828,,,K-12 School,50.9,75,,32.2,33.4,2407392,2321481,70.5,72.4,,0.7,,806051,8061,1515430,444147,0,,71714,71714,0,1,1,K-12 School,72178,,,,,,No Issue,Compliant,,,K-12 School,
274,8033700250,2020,NonResidential,PUBLIC STORAGE (STORE 27020),PUBLIC STORAGE,1,LAKE UNION,NOT_FOUND,1991,3616 STONE WAY N,SEATTLE,WA,98103,47.65097,-122.34227,,,Self-Storage Facility,7.6,,,10.4,10.6,712346,699947,27,27.4,,0.1,,81300,813,618647,181315,0,,75397,67236,8161,1,3,Self-Storage Facility,67236,Parking,8161,,,,No Issue,Compliant,,,Self-Storage Facility,
276,8590900220,2020,Campus,HARBORVIEW MEDICAL CENTER - Campus,,3,EAST,NOT_FOUND,2000,325 9TH AVE,SEATTLE,WA,98104,47.60399,-122.32377,,,Hospital (General Medical & Surgical),10395.5,87,,170.8,171.3,232178832,231481888,337.8,337.1,,5.4,,2430470,24305,112583717,32996400,116467720,,1926841,1926841,0,8,8,Hospital (General Medical & Surgical),1355488,Parking,387651,,,,No Issue,Compliant,,,Hospital,
278,8592900105,2020,NonResidential,ID VILLAGE SQUARE 1,700 OLIVE LP  % CLISE PROPERTIES,1,DOWNTOWN,NOT_FOUND,1999,802 S DEARBORN ST,SEATTLE,WA,98134,47.59626,-122.3218,,,Unclassified,138.8,,,88.1,88.8,9129865,9057049,214.4,215.2,,1.5,,1896861,18969,7160188,2098531,0,,102796,90185,12611,1,5,Senior Living Community,55259,Medical Office,40091,K-12 School,3231,,No Issue,Compliant,,,Other,
279,8702100050,2020,SPS-District K-12,WEST SEATTLE HIGH SCHOOL (SPS-DISTRICT),SEATTLE SCHOOL DISTRICT #1,1,SOUTHWEST,NOT_FOUND,2002,3000 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.57678,-122.38459,,,K-12 School,264.7,81,,40.6,42.3,8829736,8483206,75.2,76.9,,1.3,,4595209,45952,3887998,1139507,0,,208981,208981,0,1,2,K-12 School,208981,,,,,,No Issue,Compliant,,,K-12 School,
280,8725600350,2020,Multifamily MR (5-9),THE WINTONIA,ARCHDIOCESAN HOUSING AUTHORITY C/O CATHOLIC HOUSING SERVICES OF WESTERN WASHINGTON,7,EAST,92,1909,1431 MINOR AVE,SEATTLE,WA,98101,47.6136,-122.32785,,,Multifamily MR (5-9),131.9,53,,76.5,79.2,3989240,3852386,133.2,136,,2.5,,2331894,23319,1520492,445631,0,,51976,51976,0,1,6,Multifamily Housing,50350,,,,,,No Issue,Compliant,,,Multifamily Housing,
281,8816400900,2020,NonResidential,UNIVERSITY HTS CENTER,SEATTLE CITY OF % TERRY DUNNING,1,NORTHEAST,NOT_FOUND,1928,5031 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66568,-122.31368,,,Social/Meeting Hall,69.9,,,29,31.1,1725082,1611960,40.9,43,,1.3,,1282714,12827,329246,96496,0,,55653,55653,0,1,2,Social/Meeting Hall,55500,,,,,,No Issue,Compliant,,,Entertainment/Public Assembly,
282,8817400055,2020,NonResidential,HOTEL DECA,GRADUATE SEATTLE OWNER LLC,1,NORTHEAST,156,1931,4507 BROOKLYN AVE NE,SEATTLE,WA,98105,47.66151,-122.31457,,,Hotel,267.1,98,,63.5,65.9,7044314,6784003,98.6,101.2,,2.5,,4833690,48337,1950313,571604,0,,106860,106860,0,1,16,Hotel,106860,,,,,,No Issue,Compliant,,,Hotel,
283,8822900465,2020,NonResidential,LAKE CITY CENTER,CHSW HOLDINGS NORTHWEST LLC,5,NORTH,NOT_FOUND,1972,12360 LAKE CITY WAY NE,SEATTLE,WA,98125,47.71895,-122.29475,,,Office,13.7,57,,50.8,50.8,2578840,2578840,142.3,142.3,,0.3,,0,0,2578840,755815,0,,50759,50759,0,1,5,Office,50759,,,,,,No Issue,Compliant,,,Office,
284,8823902255,2020,NonResidential,UNIV CONGREGATIONAL CHURCH,,1,NORTHEAST,NOT_FOUND,1952,4505 16TH AVE NE,SEATTLE,WA,98105,47.66182,-122.31113,,,Worship Facility,4.5,,,,,,,,,,0.1,,0,0,837933,245584,0,,56772,56772,0,1,2,Worship Facility,56772,,,,,,Missing 2020 EUI or Electricity Data,Not Compliant,,,Worship Facility,
285,8823902325,2020,NonResidential,UNIVERSITY PRESBY CHURCH,,1,NORTHEAST,NOT_FOUND,1952,4550 15TH AVE NE,SEATTLE,WA,98105,47.6626,-122.31164,,,Worship Facility,164.1,54,,50.7,53.6,4675584,4420616,82.9,85.9,,1.9,,2941181,29412,1479435,433598,0,,87250,87250,0,1,3,Worship Facility,87250,Parking,17761,,,,No Issue,Compliant,,,Worship Facility,
286,8826900005,2020,SPS-District K-12,ROOSEVELT HIGH (SPS-DISTRICT),,1,NORTHEAST,NOT_FOUND,2006,1410 NE 66TH ST,SEATTLE,WA,98115,47.67723,-122.31281,,,K-12 School,212.8,91,,30.1,31.2,8570096,8263048,61.7,62.9,,0.8,,3533103,35331,4729943,1386267,0,,269297,269297,0,1,3,K-12 School,274673,,,,,,No Issue,Compliant,,,K-12 School,
287,8827900180,2020,SPS-District K-12,BRYANT ELEMENTARY (SPS-DISTRICT),,1,NORTHEAST,NOT_FOUND,2001,3311 NE 60TH ST,SEATTLE,WA,98115,47.67184,-122.29221,,,K-12 School,69.5,78,,30.5,31.8,2524298,2421218,59.3,60.7,,0.9,,1185085,11851,1236133,362290,0,,75174,75174,0,1,3,K-12 School,79345,,,,,,No Issue,Compliant,,,K-12 School,
289,9270200005,2020,SPS-District K-12,FRANTZ H COE ELEMENTARY SCHOOL (SPS-DISTRICT),PUGET SOUND ENERGY INC,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2003,2424 7TH AVE W,SEATTLE,WA,98119,47.64052,-122.3656,,,K-12 School,76.3,67,,35.3,36.3,2731548,2655788,68.6,69.7,,1,,1300199,13002,1355589,397300,0,,75214,75214,0,1,3,K-12 School,75214,,,,,,No Issue,Compliant,,,K-12 School,
290,9278300005,2020,SPS-District K-12,MADISON MIDDLE (SPS-DISTRICT),,1,SOUTHWEST,NOT_FOUND,2005,3429 45TH AVE SW,SEATTLE,WA,98116,47.57298,-122.39028,,,K-12 School,38.9,94,,19.4,20,2772264,2682331,47.7,49,,0.3,,514634,5146,2167697,635316,0,,134918,134918,0,1,3,K-12 School,138502,,,,,,No Issue,Compliant,,,K-12 School,
291,9344400300,2020,SPS-District K-12,THURGOOD MARSHALL (SPS-DISTRICT),SEATTLE SCHOOL DISTRICT NO 1,1,CENTRAL,NOT_FOUND,1991,2401 S IRVING ST,SEATTLE,WA,98144,47.59096,-122.29985,,,K-12 School,10.6,62,,30.6,32,2090814,1998788,85.7,89.6,,0.2,,0,0,1998788,585811,0,,64414,64414,0,1,2,K-12 School,65310,,,,,,No Issue,Compliant,,,K-12 School,
292,9528103775,2020,SPS-District K-12,"MARSHALL, JOHN (SPS-DISTRICT)",,1,NORTHWEST,NOT_FOUND,1927,520 NE RAVENNA BLVD,SEATTLE,WA,98115,47.67725,-122.32232,,,K-12 School,275.2,42,,66.3,70.9,6236574,5833348,84.1,89.1,,3,,5109059,51091,724288,212277,0,,92437,92437,0,1,3,K-12 School,87927,,,,,,No Issue,Compliant,,,K-12 School,
293,2141290000,2020,NonResidential,ACT THEATER,,1,DOWNTOWN,44,1914,700 UNION ST,SEATTLE,WA,98101,47.61103,-122.33238,,,Other - Entertainment/Public Assembly,28.5,,,24.2,,,3114298,64.3,,,0.2,,249882,2499,2864416,839512,0,,166570,166570,0,1,7,Other - Entertainment/Public Assembly,109754,Other,12876,Office,6136,,No Issue,Compliant,,,Entertainment/Public Assembly,
294,2301950000,2020,NonResidential,YWCA Women's Residence,,7,DOWNTOWN,NOT_FOUND,1913,1118 5TH AVE,SEATTLE,WA,98101,47.6079,-122.33266,,,Residence Hall/Dormitory,251.8,72,,50.8,51.9,5277000,5160610,96.8,98.2,,2.3,,0,0,2273040,666190,2887570,,107572,107572,0,1,9,Residence Hall/Dormitory,63934,Office,27143,Retail Store,10568,,No Issue,Compliant,,,College/University,
295,2302700000,2020,NonResidential,CENTURYLINK: 3RD AVE 3-D,,1,DOWNTOWN,NOT_FOUND,1955,1122 3RD AVE,SEATTLE,WA,98101,47.60699,-122.33481,,,Other,317.4,,,294,293,59477384,59679700,823.2,820.4,,1.5,,0,0,59679701,17491120,0,,208328,208328,0,1,15,Other,203000,,,,,,No Issue,Compliant,,,Other,
296,3388120000,2020,Multifamily LR (1-4),COOPER SCHOOL ARTIST'S LOFTS,,1,DELRIDGE NEIGHBORHOODS,36,1917,4408 DELRIDGE WAY SW,SEATTLE,WA,98106,47.56379,-122.36301,,,Multifamily LR (1-4),47.2,32,,33.4,34.8,1968011,1891248,69.5,72.1,,0.8,,776473,7765,1114775,326722,0,,56617,56617,0,1,4,Multifamily Housing,56617,,,,,,No Issue,Compliant,,,Multifamily Housing,
297,3993000000,2020,Multifamily MR (5-9),LAKE CITY COURT,,1,NORTH,76,2009,12738 33RD AVE NE,SEATTLE,WA,98125,47.72232,-122.29181,,,Multifamily MR (5-9),58.1,50,,60.3,61.3,2675837,2631585,131.8,133.6,,1,,922106,9221,1709479,501020,0,,56745,56745,0,1,6,Multifamily Housing,43673,,,,,,No Issue,Compliant,,,Multifamily Housing,
299,6434000000,2020,Multifamily LR (1-4),OTHELLO BUILDING,,2,GREATER DUWAMISH,24,2003,3815 S OTHELLO ST,SEATTLE,WA,98118,47.53685,-122.28406,,,Multifamily LR (1-4),18.4,,,56,56.9,2500211,2463946,152.6,154.5,,0.3,,110007,1100,2353939,689900,0,,67920,67920,0,1,4,Multifamily Housing,24600,Medical Office,12917,Office,4150,,No Issue,Compliant,,,Multifamily Housing,
300,7549802085,2020,SPS-District K-12,CLEVELAND HIGH SCHOOL (SPS-DISTRICT),,1,GREATER DUWAMISH,NOT_FOUND,2007,5511 15TH AVE S,SEATTLE,WA,98108,47.55237,-122.31391,,,K-12 School,228.7,83,,40.6,42.2,7466697,7182440,74.2,75.9,,1.1,,3985259,39853,3197182,937040,0,,204961,204961,0,1,3,K-12 School,177001,,,,,,No Issue,Compliant,,,K-12 School,
302,7666201147,2020,NonResidential,WA ARMY NATIONAL GUARD,KING COUNTY,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1973,1600 W ARMORY WAY,SEATTLE,WA,98119,47.63965,-122.3783,,,Other,114.4,,,42.9,44.8,3488739,3338631,74.7,76.7,,1.5,,2022548,20225,1316082,385722,0,,76086,76086,0,1,1,Other,77810,,,,,,No Issue,Compliant,,,Other,
313,7666202190,2020,NonResidential,ELLIOTT PARK BUILDING,BMR 201 ELLIOTT AVENUE LLC,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1927,201 ELLIOTT AVE W,SEATTLE,WA,98119,47.61972,-122.36033,,,Mixed Use Property,548.3,,,154.8,156.7,24243602,23957550,333.9,335.4,,3.6,,8807011,88070,15150539,4440369,0,,190000,151000,39000,1,5,Laboratory,75627,Office,75627,Parking,47633,,No Issue,Compliant,,,Mixed Use Property,
314,7666202317,2020,NonResidential,EDGEWATER INN,,1,DOWNTOWN,223,1961,2411 ALASKAN WAY,SEATTLE,WA,98121,47.61235,-122.3518,,,Hotel,621.6,66,,123.2,123.2,15070269,15070269,182.9,182.9,,5.1,,11328483,113285,3741787,1096655,0,,122309,122309,0,1,4,Hotel,122309,,,,,,No Issue,Compliant,,,Hotel,
315,7666202325,2020,Campus,PORT OF SEATTLE  BELL HARBOR COMPLEX  & CONFERENCE - CAMPUS,,1,DOWNTOWN,NOT_FOUND,1995,2201 ALASKAN WAY,SEATTLE,WA,98121,47.61137,-122.34947,,,Mixed Use Property,661.2,,,134,136.6,29647052,29096858,289.9,292.5,,3,,10597732,105977,18499127,5421784,0,,217088,217088,0,3,3,Convention Center,96648,Transportation Terminal/Station,96647,Restaurant,22181,,No Issue,Compliant,,,Mixed Use Property,
316,7666202345,2020,NonResidential,SEATTLE WATERFRONT MARRIOTT,ASHFORD SEATTLE WATERFRONT L P,1,DOWNTOWN,358,2003,2100 ALASKAN WAY,SEATTLE,WA,98121,47.61069,-122.34653,,,Hotel,463.8,84,,64.8,64.8,16485019,16485019,127.4,127.4,,2.2,,7870545,78705,8614474,2524758,0,,254273,215473,38800,1,8,Hotel,254273,Parking,38757,,,,No Issue,Compliant,,,Hotel,
317,7666202420,2020,Nonresidential COS,SEATTLE AQUARIUM,,1,DOWNTOWN,NOT_FOUND,1980,1421 ALASKAN WAY,SEATTLE,WA,98101,47.60729,-122.34211,,,Other - Entertainment/Public Assembly,256.9,,,210.1,212,14712578,14581484,493.7,495.6,,4.8,,3753493,37535,10827992,3173503,0,,53365,53365,0,1,2,Other - Entertainment/Public Assembly,69400,,,,,,No Issue,Compliant,,,Entertainment/Public Assembly,
318,7666202495,2020,NonResidential,PIER 54,PIERS 55 & 56 LLC,1,DOWNTOWN,NOT_FOUND,1900,1003 ALASKAN WAY,SEATTLE,WA,98104,47.6041,-122.33958,,,Mixed Use Property,200.2,,,97.7,97.7,6422708,6422708,181,181,,3.2,,3474860,34749,2947847,863965,0,,62900,62900,0,1,1,Restaurant,32494,Other,29793,Retail Store,3462,,No Issue,Compliant,,,Mixed Use Property,
319,7666202580,2020,NonResidential,DAILY JOURNAL BUILDING,,1,DOWNTOWN,NOT_FOUND,1914,83 COLUMBIA ST,SEATTLE,WA,98104,47.60271,-122.33557,,,Office,62.5,92,,31.3,32.7,1309736,1250738,58.8,60.6,,1.3,,0,0,531598,155803,719139,,46620,46620,0,1,4,Office,33000,Retail Store,7000,,,,No Issue,Compliant,,,Office,
320,7666202725,2020,NonResidential,BMW SEATTLE - SERVICE CENTER,LITHIA REAL ESTATE INC,2,GREATER DUWAMISH,NOT_FOUND,2008,900 MAYNARD AVE S,SEATTLE,WA,98134,47.59486,-122.32455,,,Non-Refrigerated Warehouse,52.1,71,,17,17.3,3520516,3456914,41.5,41.8,,1.2,,705354,7054,2751560,806436,0,,203504,44132,159372,1,4,Non-Refrigerated Warehouse,159372,Other - Services,44132,,,,No Issue,Compliant,,,Other,
322,656000005,2020,NonResidential,KIRO-TV,ESSEX PORTFOLIO L P,1,DOWNTOWN,NOT_FOUND,1968,2807 3RD AVE,SEATTLE,WA,98121,47.61757,-122.35122,,,Office,48.3,23,,122.6,122.6,9075041,9075041,343.4,343.4,,0.7,,0,0,9075040,2659742,0,,100734,74003,26731,1,3,Office,74003,Parking,26731,,,,No Issue,Compliant,,,Office,
323,656000045,2020,NonResidential,GRANGE OFFICE PLAZA,,1,DOWNTOWN,NOT_FOUND,1981,200 CEDAR ST,SEATTLE,WA,98121,47.61703,-122.35012,,,Office,66.2,67,,66.8,67.8,4210818,4146751,160.9,162,,1.1,,923176,9232,3223575,944776,0,,77662,59158,18504,1,4,Office,62108,Parking,17570,,,,No Issue,Compliant,,,Office,
324,656000480,2020,NonResidential,FOURTH & BATTERY BUILDING,SREH 2018 MANAGEMENT LLC,1,DOWNTOWN,NOT_FOUND,1978,2401 4TH AVE,SEATTLE,WA,98121,47.61619,-122.34599,,,Office,109.7,51,,64.5,65.3,13898500,13722842,174.3,176,,0.5,,768375,7684,12954467,3796737,0,,234000,212210,21790,1,12,Office,179066,Laboratory,29952,Parking,18928,,No Issue,Compliant,,,Office,
325,9301500000,2020,NonResidential,WESTLAKE MALL RETAIL PORTION,,1,DOWNTOWN,NOT_FOUND,1989,400 PINE ST,SEATTLE,WA,98101,47.61192,-122.33717,,,Enclosed Mall,94.2,,,86.7,86.7,14419027,14419027,238.9,238.9,,0.8,,367673,3677,14051353,4118216,0,,111077,111077,0,1,4,Enclosed Mall,166313,,,,,,No Issue,Compliant,,,Mixed Use Property,
326,9301500000,2020,NonResidential,WESTLAKE TOWER,,1,DOWNTOWN,NOT_FOUND,1989,1601 5TH AVE,SEATTLE,WA,98101,47.61192,-122.33717,,,Office,92.4,91,,44.2,44.2,17375758,17375758,123.9,123.9,,0.2,,0,0,17375757,5092543,0,,516342,389150,127192,1,25,Office,392829,Parking,127192,,,,No Issue,Compliant,,,Mixed Use Property,
327,659000070,2020,NonResidential,NORDSTROM DOWNTOWN,NORDSTROM INC,1,DOWNTOWN,NOT_FOUND,1925,500 PINE ST,SEATTLE,WA,98101,47.61229,-122.33629,,,Retail Store,216.8,92,,44.3,44.3,30721540,30721540,121.2,121.2,,0.3,,1119096,11191,29602444,8675980,0,,693450,693450,0,1,10,Retail Store,361107,Office,332343,,,,No Issue,Compliant,,,Retail Store,
328,659000165,2020,NonResidential,CENTURYLINK: SEATTLE BELL PLAZA,CSHV 1600 7TH AVENUE LLC,7,DOWNTOWN,NOT_FOUND,1976,1600 7TH AVE,SEATTLE,WA,98101,47.61316,-122.3343,,,Office,168.5,95,,43.4,43.5,29220576,29197596,120.9,120.9,,0.2,,277973,2780,28919624,8475857,0,,791396,791396,0,1,33,Office,646533,Parking,77625,Lifestyle Center,17454,,No Issue,Compliant,,,Office,
329,659000235,2020,NonResidential,1700 SEVENTH BUILDING,700 OLIVE LP  % CLISE PROPERTIES,7,DOWNTOWN,NOT_FOUND,2000,1700 7TH AVE,SEATTLE,WA,98101,47.61399,-122.33523,,,Office,214.2,86,,44.5,45.1,24912440,24562918,119.1,120.9,,0.4,,1749306,17493,22813611,6686287,0,,747747,542671,205076,1,23,Office,542461,Parking,219045,Restaurant,9337,,No Issue,Compliant,,,Office,
330,659000350,2020,NonResidential,LLOYD BUILDING,KR 6TH AVE LLC,1,DOWNTOWN,NOT_FOUND,1926,603 STEWART ST,SEATTLE,WA,98101,47.61356,-122.33665,,,Office,227.9,78,,71.9,75.9,3903228,3698059,118.1,122.9,,4.1,,0,0,1017716,298276,2680343,,63409,55652,7757,1,10,Office,45260,Retail Store,6187,,,,No Issue,Compliant,,,Office,
331,659000365,2020,NonResidential,TOWER BLDG,TOWER BUILDING LLC,1,DOWNTOWN,NOT_FOUND,1930,1809 7TH AVE,SEATTLE,WA,98101,47.61375,-122.33566,,,Office,120.5,95,,35.5,36.4,6326106,6172385,81,81.9,,0.7,,1835521,18355,4336864,1271062,0,,204790,174790,30000,1,17,Office,142034,Other - Recreation,17070,Retail Store,14666,,No Issue,Compliant,,,Office,
332,659000385,2020,NonResidential,TIMES SQUARE BUILDING (THE VANCE CORPORATION),TIMES SQUARE BUILDING LLC,1,DOWNTOWN,NOT_FOUND,1916,414 OLIVE WAY,SEATTLE,WA,98101,47.61256,-122.33808,,,Office,14.7,80,,37.8,38.6,2831066,2771554,105.7,108,,0.2,,0,0,2771554,812296,0,,73399,73399,0,1,5,Office,54615,Retail Store,18784,,,,No Issue,Compliant,,,Office,
333,659000555,2020,NonResidential,PLAZA 600 BUILDING,BGO PLAZA 600 JV LLC,1,DOWNTOWN,NOT_FOUND,1969,600 STEWART ST,SEATTLE,WA,98101,47.61402,-122.33712,,,Office,869.6,77,,76.4,78.9,17878246,17293324,143.2,146.3,,3.7,,0,0,7283859,2134777,10009464,,265851,233517,32334,1,20,Office,226454,Parking,29214,,,,No Issue,Compliant,,,Office,
334,659000750,2020,NonResidential,WEST 8TH,KILROY REALTY L P,1,DOWNTOWN,NOT_FOUND,2009,2001 8TH AVE,SEATTLE,WA,98121,47.61578,-122.33726,,,Office,102.5,94,,33.1,33.4,19471510,19281054,92.6,93.6,,0.2,,0,0,19281055,5650954,0,,758043,529375,228668,1,25,Office,582725,Parking,191082,,,,No Issue,Compliant,,,Office,
335,660000080,2020,NonResidential,DENNY BUILDING,,1,DOWNTOWN,NOT_FOUND,1968,2200 6TH AVE,SEATTLE,WA,98121,47.61641,-122.34112,,,Office,367.8,88,,49.4,50.9,9692543,9411605,104.1,105.5,,1.9,,0,0,5321615,1559676,4089989,,190642,190642,0,1,12,Office,190437,Parking,48500,,,,No Issue,Compliant,,,Office,
336,660000650,2020,NonResidential,1918 EIGHTH AVE,HUDSON 1918 EIGHTH AVENUE LLC,1,DOWNTOWN,NOT_FOUND,2009,1918 8TH AVE,SEATTLE,WA,98101,47.61555,-122.33582,,,Office,198.6,80,,47.9,47.9,35580592,35580592,133.5,133.5,,0.3,,197568,1976,35383020,10370170,0,,824887,669915,154972,1,36,Office,743562,Parking,161119,,,,No Issue,Compliant,,,Office,
337,660001135,2020,NonResidential,1800 9TH AVENUE BUILDING,1800 NINTH ACQUISITION LLC,1,DOWNTOWN,NOT_FOUND,1990,1800 9TH AVE,SEATTLE,WA,98101,47.61516,-122.33303,,,Office,83,88,,43.3,44,14934069,14687678,120.7,122.7,,0.2,,102791,1028,14584887,4274586,0,,480840,339240,141600,1,16,Office,311736,Parking,123356,Fitness Center/Health Club/Gym,18239,,No Issue,Compliant,,,Office,
338,660001215,2020,NonResidential,SEATTLE CHILDREN'S HOSPITAL  (JACK R MCDONALD BUILDING),CHILDREN'S HOSPITAL & REGIONAL MEDICAL CENTER,1,DOWNTOWN,NOT_FOUND,2004,1900 9TH AVE,SEATTLE,WA,98101,47.61598,-122.33448,,,Other,1927.7,,,243,245.1,61284660,60760232,445.5,447.7,,8.4,,33574922,335749,27185311,7967559,0,,299070,230638,68432,1,11,Other,250000,Parking,49070,,,,No Issue,Compliant,,,Other,
339,939000130,2020,NonResidential,BRODERICK BUILDING,GO-BRICKMAN BRODERICK OWNER LLC,1,DOWNTOWN,NOT_FOUND,1900,615 2ND AVE,SEATTLE,WA,98104,47.60266,-122.33332,,,Office,48.4,93,,31.2,31.5,2866942,2837278,79.9,80.2,,0.5,,0,0,2408968,706028,428310,,89550,89550,0,1,7,Office,79295,Retail Store,11630,,,,No Issue,Compliant,,,Office,
340,939000150,2020,NonResidential,PIONEER BUILDING,PIONEER BUILDING LEVEL OFFICE LLC,1,DOWNTOWN,NOT_FOUND,1900,600 1ST AVE,SEATTLE,WA,98104,47.60219,-122.33347,,,Office,0,,,,,,,,,,0,,0,0,0,0,0,,89355,89355,0,1,6,Office,78647,,,,,,Missing 2020 EUI or Electricity Data,Not Compliant,,,Office,
341,939000260,2020,NonResidential,DEXTER HORTON BUILDING,710 SECOND AVE (WA) OWNER LLC,1,DOWNTOWN,NOT_FOUND,1922,710 2ND AVE,SEATTLE,WA,98104,47.6036,-122.33288,,,Office,291.9,84,,33.7,34.4,13381224,13098397,82.5,83.4,,0.8,,0,0,10237808,3000530,2860589,,388934,388934,0,1,15,Office,388966,,,,,,No Issue,Compliant,,,Office,
342,939000335,2020,NonResidential,EXCHANGE BUILDING,BPP EXCHANGE BUILDING PROPERY OWNER LLC,1,DOWNTOWN,NOT_FOUND,1929,821 2ND AVE,SEATTLE,WA,98104,47.60403,-122.33497,,,Office,59.4,85,,32.5,33.1,12174558,11968669,91.1,92.7,,0.2,,0,0,11164405,3272100,0,,384302,384302,0,1,22,Office,367709,,,,,,No Issue,Compliant,,,Office,
343,939000355,2020,NonResidential,NORTON BUILDING,HINES NORTON SEATTLE LLC,7,DOWNTOWN,NOT_FOUND,1958,801 2ND AVE,SEATTLE,WA,98104,47.6037,-122.33447,,,Office,410.6,81,,70.8,72.4,17887108,17498088,151.2,152.8,,1.4,,6644731,66447,10853357,3180937,0,,378525,293925,84600,1,17,Office,247161,Parking,83311,,,,No Issue,Compliant,,,Office,
